p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_6_6,of_6_7,of_6_8,of_6_9,of_7,of_7_1,of_7_2,of_7_3,of_7_4,of_7_5,of_7_6,of_7_7,of_7_8,of_7_9,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
65,1460.19889634498,1688.76033573818,1913.36525983958,2101.17667204234,2298.11953920381,2634.29924694905,2901.53059582494,3108.61447605877,3259.86263373361,3359.21008107682,3416.06575453244,3423.46813072761,3429.78655298245,3435.11448912283,3439.53914462264,3443.1414471826,3445.99594558679,3448.17094812268,3449.72878444337,3450.72614707125,3451.21447830954,3451.2403769108,3450.84600606729,3450.0694900742,3448.94529148371,3447.50456390446,3445.77547801771,3443.78352007644,3441.55176329812,3439.10111329916,3436.45052916003,3420.7493030512,3402.06926806031,3381.47201047262,3359.6532385891,3337.08181492836,3314.08228674121,3290.88436865193,3267.65426403989,3244.51438738561,3221.55612215625,3198.8488062755,3176.4453366427,3154.38628888967,3132.70276868693,3111.41845512886,3090.55115735022,3070.11366438977,3050.1150032602,3030.56081896308,3011.45403129649,2992.79504535537,2974.58249932353,2956.81315267446,2939.48248979299
66,1461.16933845737,1689.25796567497,1913.57410946555,2101.28365909973,2298.17566467794,2634.41761945276,2901.81257991431,3109.13400801929,3260.6792881379,3360.3293117648,3417.42378128627,3424.86325140187,3431.21521539958,3436.57326650803,3441.02476941251,3444.65083368122,3447.52620226464,3449.7193820574,3451.29289988745,3452.30363982776,3452.80322727905,3452.8384338757,3452.45158452069,3451.68095368545,3450.56114262064,3449.12343249872,3447.39611095825,3445.40477124104,3443.17258427886,3440.7205448393,3438.06769329372,3422.34433821208,3403.62896817176,3382.9877935167,3361.11956511174,3338.4952109111,3315.44072919266,3292.18688242798,3268.90064802932,3245.70502992263,3222.6918589554,3199.93081962991,3177.47507461702,3155.3654012315,3133.6330543898,3112.30181881389,3091.38957315284,3070.90914339501,3050.86956927736,3031.27648616658,3012.13278682428,2993.43883297662,2975.19321003545,2957.39261383894,2940.0324597509
67,1462.12824238842,1689.7524760259,1913.78237155425,2101.39033734093,2298.23124802719,2634.53345658609,2902.08872737725,3109.64328710722,3261.48072348377,3361.42896734334,3418.75933103561,3426.23548797034,3432.62063637107,3438.00849052464,3442.48657068407,3446.13616439195,3449.0322052266,3451.2433954257,3452.83245601092,3453.85645990222,3454.36721315798,3454.41165809965,3454.03227937045,3453.26749985088,3452.15205790582,3450.71736085101,3448.99181200783,3447.00111046251,3444.76852383241,3442.31513511042,3439.66006512439,3423.91493403035,3405.16471473908,3384.48019656806,3362.56314367765,3339.88652973933,3316.77779027447,3293.46872404694,3270.12707949582,3246.87643989017,3223.80908029304,3200.99502804693,3178.48770849878,3156.32809804918,3134.54759867083,3113.17009887128,3092.21354527497,3071.69079957622,3051.61091323469,3031.9795112264,3012.79945873954,2994.07107381154,2975.79288893428,2957.96153634529,2940.57236256122
68,1463.07590451795,1690.24390917381,1913.99005103331,2101.49672893749,2298.28631158639,2634.64684907484,2902.35924086474,3110.14269982837,3262.26743299231,3362.50966067499,3420.07309034552,3427.5855369496,3434.00352080729,3439.42087392256,3443.92526749047,3447.59816381288,3450.51468354979,3452.74372110372,3454.34818878623,3455.38534573002,3455.90717627322,3455.96079128487,3455.58883322746,3454.8298716676,3453.71878053965,3452.28709191745,3450.56332356237,3448.57327928915,3446.34032239756,3443.88562320292,3441.22838217587,3425.46181752007,3406.67722098075,3385.94991688133,3363.98465413186,3341.25643288557,3318.0941124563,3294.73051876427,3271.33416200847,3248.02920122394,3224.90835051198,3202.04197640347,3179.48376389757,3157.27488594408,3135.44688943417,3114.02376486419,3093.02352533422,3072.45906703435,3052.33945217458,3032.67029460866,3013.45437583114,2994.69213669518,2976.38188982696,2958.52025950818,2941.1025235858
69,1464.01258022374,1690.73230660127,1914.19715270537,2101.60281117553,2298.34087652329,2634.75788314525,2902.62431320791,3110.63249146131,3263.03988715086,3363.5719769896,3421.36571526033,3428.91406395376,3435.36454280163,3440.81109758324,3445.34154726192,3449.03752447738,3451.9743341766,3454.22105969358,3455.84080180009,3456.89100327387,3457.4238244144,3457.48654255204,3457.12195609508,3456.36877961571,3455.262021111,3453.83333606169,3452.11135545686,3450.12198675106,3447.88868794788,3445.43271580434,3442.77334964004,3426.98568382223,3408.16716882942,3387.39762109727,3365.38474643433,3342.60555270484,3319.39030988491,3295.97286147975,3272.52247241713,3249.16387195418,3225.99020886213,3203.07218529158,3180.4637429389,3158.20624882491,3136.3313926716,3114.8632652106,3093.81994455573,3073.2143602151,3053.05558420453,3033.34921854709,3014.09801560723,2995.302373579,2976.96055028188,2959.06910702856,2941.62325317718
70,1464.93854452476,1691.21770891678,1914.40368125471,2101.70860513061,2298.39496291411,2634.86664080778,2902.88412802551,3111.11301570009,3263.79853506637,3364.61647550402,3422.63783307565,3430.22170548617,3436.70434689827,3442.17981309782,3446.73606703728,3450.45490880101,3453.41182377042,3455.67608138603,3457.31096812167,3458.37410789628,3458.91783470951,3458.98959031789,3458.63232724765,3457.88490343693,3456.78245947521,3455.3567729316,3453.63658683986,3451.64791123201,3449.41429786044,3446.95708906427,3444.29564223749,3428.48719803915,3409.63521073324,3388.82394700642,3366.76404238281,3343.93449411415,3320.66696998257,3297.19632186191,3273.69256240047,3250.28098570886,3227.05517095875,3204.08615243194,3181.42812563352,3159.12264923327,3137.20155374462,3115.6890284229,3094.60321497004,3073.95707506561,3053.7596896135,3034.01664812022,3014.73067334376,2995.90212053215,2977.52919259354,2959.60838792284,2942.13484757327
71,1465.85405279852,1691.70015587992,1914.60964125356,2101.81411700149,2298.44858981311,2634.97320011936,2903.13886028626,3111.58457102642,3264.54380573825,3365.64369092526,3423.89004398393,3431.50907060161,3438.02354983957,3443.52764389367,3448.10945617729,3451.8509509053,3454.82779043943,3457.10942769097,3458.75933203825,3459.83530609915,3460.38985536729,3460.47058403938,3460.12059697569,3459.37889387993,3458.28074649878,3456.85805320265,3455.13966791508,3453.15170220849,3450.91780065176,3448.45939032705,3445.79590594639,3429.96699693896,3411.08197132951,3390.2295051878,3368.12313721347,3345.24383615308,3321.92465582361,3298.40144512133,3274.84495990373,3251.38105310953,3228.10373013652,3205.08435398648,3182.3773711487,3160.02452957406,3138.05779857475,3116.50146425835,3095.37373052456,3074.68759010767,3054.45213190785,3034.67293225056,3015.35268382831,2996.49169866997,2978.08812467717,2960.13839738446,2942.63758972686
72,1466.7593511441,1692.17968642574,1914.81503716779,2101.9193526985,2298.50177531699,2635.07763542571,2903.38867682912,3112.04744239023,3265.27610914498,3366.65413484742,3425.1229226043,3432.77674246238,3439.32274221042,3444.85518697489,3449.46231719325,3453.22625773881,3456.22284547069,3458.52171304657,3460.1865106693,3461.27521714158,3461.84050729776,3461.930145836,3461.58738820911,3460.85137432361,3459.75750568211,3458.33780019944,3456.62122156116,3454.6339818673,3452.39981759275,3449.94023974332,3447.27475961057,3431.42569054084,3412.50804900124,3391.61488053279,3369.46260108955,3346.53413364037,3323.16390424328,3299.58875419894,3275.98017047567,3252.46456306919,3229.13635870837,3206.06724577826,3183.31191898964,3160.91231325899,3138.90053474933,3117.30096478818,3096.13186811624,3075.40626743481,3055.13325877341,3035.3184046325,3015.96436719702,2997.07141501625,2978.63764089924,2960.65941758396,2943.13175007584
73,1467.65467683339,1692.6563386881,1915.01987336226,2102.02431786117,2298.55453662445,2635.18001758602,2903.63373684611,3112.50190199759,3265.99583745596,3367.64829705074,3426.33701940768,3434.02527976346,3440.60248986838,3446.1630143881,3450.79522744343,3454.58141135436,3457.5975742466,3459.9135264693,3461.59309546908,3462.69443454597,3463.27038562079,3463.36887200011,3463.0332980283,3462.30294228851,3461.21333467037,3459.79661140548,3458.08184483973,3456.0953466114,3453.86094421209,3451.40023177059,3448.73279643661,3432.86386359105,3413.91401732651,3392.98063366411,3370.78298048742,3347.80591761751,3324.38523230683,3300.75874744289,3277.09867948319,3253.53198399989,3230.15350913678,3207.03526442673,3184.2321900989,3161.78640577033,3139.7301525504,3118.08790539169,3096.87798855194,3076.11345363943,3055.80340297001,3035.95338459525,3016.56602976623,2997.64156330477,2979.17802285048,2961.17171841236,2943.61758725891
74,1468.54025873506,1693.13015002221,1915.22415410577,2102.12901787482,2298.6068900911,2635.28041418125,2903.87419232986,3112.94821004246,3266.70336594302,3368.62664671141,3427.53286204079,3435.25521808563,3441.86333529838,3447.45167458847,3452.10874050827,3455.91696969475,3458.95253859666,3461.28543228186,3462.97965379586,3464.0935275016,3464.68006107218,3464.78733440441,3464.45889907256,3463.73417084518,3462.64880666153,3461.23505987024,3459.52211040105,3457.53636846373,3455.30175169741,3452.83993657164,3450.17058538919,3434.28207693853,3415.3004264291,3394.32730225812,3372.0847994882,3349.05969814462,3325.58913492647,3301.91190588238,3278.2009490815,3254.58376493796,3231.15561512494,3207.98882840496,3185.13858788004,3162.64719565152,3140.54702591255,3118.86264568212,3097.6124374424,3076.80948067569,3056.46288316416,3036.57817790559,3017.15796480648,2998.20242472496,2979.70949230957,2961.67555817285,2944.09534878133
75,1469.41631771292,1693.60115702641,1915.42788357567,2102.23345788578,2298.65885128066,2635.37888970663,2904.1101884899,3113.38661538731,3267.39905394565,3369.58963352896,3428.71095656498,3436.46707114324,3443.10579887628,3448.72169371367,3453.40338747316,3457.23346805811,3460.28827736875,3462.6379725307,3464.34672949663,3465.47304217399,3466.07008131514,3466.186081815,3465.86474085384,3465.1456099283,3464.06447171985,3462.65369552173,3460.94256779518,3458.9575963764,3456.7227882025,3454.25990131913,3451.58867249291,3435.68086881819,3416.66780423854,3395.65540227835,3373.36856099971,3350.29596426702,3326.77608687089,3303.04868968368,3279.28742612949,3255.62033792176,3232.14309263405,3208.92833902544,3186.03149915212,3163.49505543062,3141.3515133157,3119.62553036917,3098.33554603546,3077.49466666376,3057.11200470478,3037.193077516,3017.74045326333,2998.75426861653,2980.23240255462,2962.17118422484,2944.5652716349
76,1470.28306700094,1694.06939556308,1915.63106586217,2102.33764281547,2298.71043501212,2635.47550575121,2904.34186413945,3113.81735619736,3268.08324574355,3370.53768877815,3429.87178861004,3437.66133195207,3444.33038004833,3449.97357677314,3454.67967812606,3458.53142030241,3461.60530785176,3463.97166736677,3465.69484527377,3466.83350305909,3467.44097216485,3467.56564111732,3467.25135098357,3466.53778756341,3465.46085800256,3464.05304639222,3462.34374469633,3460.35955745348,3458.12458006798,3455.66065141387,3452.98758204773,3437.06075604935,3418.01665766674,3396.96542912739,3374.63474780547,3351.51518553113,3327.94654391356,3304.1695405913,3280.35853818969,3256.64211322751,3233.11634083296,3209.85418135997,3186.91129504023,3164.33034248184,3142.14395861809,3120.37689006389,3099.04756263833,3078.16931663971,3057.75106034652,3037.79836426205,3018.31376442965,2999.297353117,2980.74695358287,2962.65883358429,2945.02758287419
77,1471.14071255615,1694.53490077892,1915.83370497228,2102.4415421481,2298.76165540376,2635.57032116524,2904.5693520424,3114.24066053091,3268.75627137505,3371.47122629095,3431.01582445274,3438.83847392057,3445.53755843333,3451.20780875957,3455.93810207671,3459.81131997113,3462.90412690663,3465.28701639493,3467.0245030423,3468.17541354464,3468.79323886877,3468.92651846205,3468.61923631911,3467.91121101381,3466.8384729061,3465.43361976385,3463.72614804738,3461.74275809382,3459.50763296219,3457.04269162352,3454.3678177652,3438.42223515569,3419.34747370763,3398.25785872328,3375.88382374636,3352.71781295155,3329.10094382746,3305.27488283436,3281.41469587045,3257.64948967187,3234.07574457536,3210.76672509902,3187.77833180738,3165.15339983017,3142.92469183416,3121.11704203017,3099.74893028287,3078.83372325562,3058.38033092511,3038.39430751328,3018.87815657284,2999.83192576583,2981.25338258707,2963.13873348321,2945.48250016239
78,1471.98945339125,1694.99770712442,1916.03580483357,2102.54523015871,2298.81252591392,2635.66339221452,2904.79277930876,3114.65674689046,3269.4184473966,3372.39064337456,3432.14351202541,3439.99895187027,3446.72779485314,3452.42485568825,3457.17912980344,3461.07364134621,3464.18521202545,3466.58449979006,3468.33618515401,3469.49925795229,3470.12736657803,3470.26920047137,3469.96888403637,3469.26636785315,3468.19780413861,3466.79590324031,3465.09026513032,3463.10768506013,3460.87243294844,3458.40650714773,3455.72986383128,3439.76578341311,3420.66072046588,3399.53314850759,3377.11623460009,3353.90427998536,3330.23970731634,3306.36512410217,3282.4562937062,3258.64284857136,3235.02166833909,3211.66632535504,3188.63295163204,3165.96455690367,3143.69402986151,3121.84629088692,3100.43987271707,3079.48816743381,3059.00008598821,3038.98116578156,3019.43387752079,3000.35822406885,2981.75191712069,2963.61110189517,2945.93023226301
79,1472.82948188824,1695.4578483727,1916.23736929766,2102.64867662555,2298.86305937905,2635.75477272488,2905.01226760179,3115.0658247372,3270.07007759521,3373.29632167004,3433.25528185977,3441.14320299088,3447.9015322976,3453.62516557006,3458.40321363313,3462.31884043417,3465.44902231643,3467.86457925061,3469.63035542776,3470.80550179987,3471.44382235469,3471.59415464832,3471.30076276193,3470.60372696984,3469.539320724,3468.14036575016,3466.43656456868,3464.45480647996,3462.21944748438,3459.75256461557,3457.07418590152,3441.09185983085,3421.95684812018,3400.79173838384,3378.33240903895,3355.07500342908,3331.36323888692,3307.44065636158,3283.48371098147,3259.62255647546,3235.95446829509,3212.5533250906,3189.47548333585,3166.76413023703,3144.45227716107,3122.56492926506,3101.12067101211,3080.13291897869,3059.61058438537,3039.55918728944,3019.98116520963,3000.87647602605,2982.24277560313,2964.07614801993,2946.37097951916
80,1473.66098409434,1695.91535763769,1916.43840214347,2102.75188569299,2298.91326804899,2635.84451421771,2905.22793351877,3115.46809497174,3270.7114536543,3374.1886279562,3434.35154797102,3442.27164773488,3449.05919682818,3454.80916932308,3459.61078865936,3463.54735588837,3466.69599944167,3469.12769894219,3470.90746008397,3472.09459295577,3472.74305534752,3472.90183131545,3472.61532294754,3471.92373962524,3470.86347412318,3469.46745848728,3467.76549726684,3465.78457278378,3463.54912635849,3461.0813130202,3458.40123203368,3442.40090607082,3423.23628982579,3402.03405160859,3379.53275948737,3356.23038425926,3332.47192766706,3308.50185664716,3284.49731250305,3260.58896591438,3236.87448471067,3213.4280485378,3190.30624306491,3167.55242413055,3145.19972639393,3123.2732384226,3101.79159528462,3080.76823714926,3060.21207482016,3040.12861050252,3020.5202481965,3001.38690062469,2982.726167797,2964.53407274399,2946.80493429084
81,1474.48414000139,1696.37026739171,1916.63890708023,2102.85486133759,2298.96316361998,2635.93266603504,2905.43988883095,3115.8637503836,3271.34285577732,3375.06791490298,3435.43270868682,3443.38469065651,3450.2011984254,3455.97728162724,3460.80227360343,3464.75960987753,3467.92656848018,3470.37428637145,3472.16792862119,3473.36696251733,3474.0254978976,3474.19266373658,3473.91299870657,3473.22683981717,3472.1706983178,3470.77761594743,3469.07749729109,3467.09741758479,3464.86190256839,3462.39318459541,3459.71143356241,3443.69334730988,3424.49946256109,3403.26049561388,3380.71762735109,3357.37080842092,3333.56614817085,3309.54908780739,3285.49744932405,3261.54241610059,3237.78204497406,3214.29081384168,3191.12553648781,3168.3297312678,3145.93665901804,3123.97148882086,3102.4529052529,3081.39437119575,3060.80479636737,3040.68966462761,3021.05134613939,3001.88970830183,2983.20229525243,2964.98506906767,2947.23228136688
82,1475.29912380989,1696.82260948245,1916.83888775039,2102.95760737735,2299.01275726544,2636.01927545721,2905.64824074124,3116.25297607222,3271.96455327189,3375.93452177782,3436.49914742483,3444.48272119857,3451.32793178401,3457.12990172648,3461.97807162211,3465.95600889681,3469.14113874715,3471.60475320631,3473.41217463886,3474.62302563545,3475.29156636421,3475.46706916911,3475.19420791377,3474.513445985,3473.4614119846,3472.07125606868,3470.37298282386,3468.3937586873,3466.15819314535,3463.68859563861,3461.00520592025,3444.96959304933,3425.74676792223,3404.47146278715,3381.88750557661,3358.49664756759,3334.64626102112,3310.58269920483,3286.48445942352,3262.48323358716,3238.67746423098,3215.14192480551,3191.93365259205,3169.09633531931,3146.66334584792,3124.65994066485,3103.10485275151,3082.01156086253,3061.38897895795,3041.24257008011,3021.57467024725,3002.38510137764,2983.67135172386,2965.4293225063,2947.65319835067
83,1476.10610417871,1697.27241514931,1917.03834773227,2103.06012748021,2299.06205966459,2636.10438781261,2905.85309212366,3116.63594984116,3272.57680509758,3376.78877510865,3437.55123342302,3445.56611443174,3452.43977705963,3458.26741418194,3463.13857106682,3467.1369445319,3470.34010456123,3472.81949604649,3474.64059661023,3475.86318228939,3476.54166190074,3476.72544964075,3476.45935319967,3475.78396111606,3474.73601824441,3473.34878217129,3471.65235637317,3469.67399804982,3467.43840006955,3464.96794747714,3462.28294940901,3446.23003787515,3426.97859286942,3405.66733120157,3383.04270745505,3359.60825975647,3335.7126136249,3311.60302737379,3287.45866834459,3263.41173288623,3239.56104598265,3215.98167398601,3192.73087549036,3169.85250263983,3147.38004758006,3125.33884509326,3103.7476734312,3082.62003877363,3061.96484383391,3041.78753892222,3022.09042370207,3002.87327446156,2984.13352356125,2965.86701146642,2948.0678560221
84,1476.90524446121,1697.71971503926,1917.23729054255,2103.16242517213,2299.11108102908,2636.18804658038,2906.05454174829,3117.01284256777,3273.17986038027,3377.63098940529,3438.58932242581,3446.63523174898,3453.53710057066,3459.39018958007,3464.28414619659,3468.30279417665,3471.52384596594,3474.01889714774,3475.85357860898,3477.08781801511,3477.77617118439,3477.96819267973,3477.70882268105,3477.03877367777,3475.99490569943,3474.61058279607,3472.91600646605,3470.93852389226,3468.70291036899,3466.23162633139,3463.54505006435,3447.4750621729,3428.19531042891,3406.8484653027,3384.18358803704,3360.70599010199,3336.76554080911,3312.61039663852,3288.42038979457,3264.32821705031,3240.43308264808,3216.81034323593,3193.517476572,3170.5984974296,3148.08701549522,3126.00844162911,3104.38160194211,3083.22002240874,3062.53260568686,3042.32477527445,3022.5988020551,3003.35441483373,2984.58899007698,2966.29830759887,2948.47641868117
85,1477.69670292897,1698.16453922223,1917.43571963869,2103.26450384453,2299.15983112856,2636.27029348653,2906.25268448553,3117.38381855003,3273.77395889505,3378.46146732415,3439.61375732946,3447.69042151886,3454.62025545827,3460.49858519842,3465.41515784912,3469.4539217082,3472.69272940815,3475.20332510325,3477.05149099291,3478.29730459063,3478.99546710263,3479.19567200209,3478.94299064844,3478.27825830506,3477.23844912015,3475.85703265932,3474.16430759202,3472.18771032001,3469.95209787646,3467.4800054685,3464.79187971233,3448.70503304086,3429.39728035292,3408.01521655485,3385.31048971002,3361.79017139063,3337.8053654189,3313.60511969457,3289.36992620906,3265.23297821925,3241.29385609317,3217.62820421462,3194.29371739311,3171.33457085635,3148.78449099107,3126.66896372847,3105.00686120365,3083.81172876449,3063.092465457,3042.85447712775,3023.09999564484,3003.82870280332,2985.03792389159,2966.7233761318,2948.87904444908
86,1478.48063298357,1698.60691720586,1917.63363842112,2103.36636676135,2299.20837339916,2636.35116859421,2906.44761151096,3117.7490358323,3274.35933152015,3379.28050089648,3440.62486878932,3448.73201970035,3455.68958230766,3461.59294563252,3466.53195407217,3470.59067812238,3473.84710837695,3476.37313548519,3478.23469104747,3479.49200068123,3480.1999093995,3480.40824815877,3480.16221821362,3479.50277644769,3478.4670100922,3477.08849329902,3475.3976210744,3473.42191828955,3471.18632304283,3468.7134447069,3466.02379768267,3449.92030383879,3430.58484974134,3409.16792404911,3386.42374279218,3362.86112465956,3338.83239888082,3314.58749815614,3290.30756928323,3266.12629813495,3242.14363812886,3218.43551886922,3195.05985002296,3172.06096647902,3149.47270759974,3127.32063530078,3105.62366608134,3084.39536388491,3063.64462356405,3043.37683034718,3023.59418082212,3004.29631204576,2985.4804912534,2967.1423761756,2949.27588559762
87,1479.25718335743,1699.04687794982,1917.83105023535,2103.468040204,2299.25660976569,2636.43071038803,2906.63941048415,3118.10864651126,3274.93620066394,3380.08837155789,3441.62297579191,3449.76035042186,3456.7454097333,3462.67360338631,3467.63487071862,3471.71340213252,3474.98732400532,3477.52867144891,3479.40352359212,3480.67225244741,3481.38984528486,3481.60626914539,3481.36685391971,3480.7126769804,3479.68093762626,3478.30531368398,3476.61629567847,3474.64149621548,3472.40593379769,3469.93229136853,3467.2411505775,3451.12121659736,3431.7583536274,3410.30691507667,3387.52366609182,3363.91915974206,3339.84694173341,3315.55782307165,3291.23360047214,3267.00844862643,3242.98269098044,3219.2325398599,3195.81611799898,3172.77791759651,3150.15189017765,3127.9636722641,3106.23222375943,3084.97112644027,3064.18927039626,3043.89201943193,3024.08153521849,3004.75740991793,2985.91685235096,2967.55546102762,2949.66708880853
88,1480.02649830427,1699.48444987977,1918.02795837391,2103.56956666078,2299.30460175893,2636.50895585343,2906.8281657235,3118.46279702382,3275.5047806669,3380.88535077042,3442.60838619388,3450.775726527,3457.78805493039,3463.74087942861,3468.72423200709,3472.82242073363,3476.11370563755,3478.67026430273,3480.55832155202,3481.83839411787,3482.56561000838,3482.79007097723,3482.55723431658,3481.90829677852,3480.8805687334,3479.50783078889,3477.82066818601,3475.84678054424,3473.61126612245,3471.13688085143,3468.4442731036,3452.3080408775,3432.91811552973,3411.43250566897,3388.6105674351,3364.96457578146,3340.84928412738,3316.51637540974,3292.14829146241,3267.87969206685,3243.81126772456,3220.01951111204,3196.56275586535,3173.4856499684,3150.82225566093,3128.59828291358,3106.83273409323,3085.53920806256,3064.72658946216,3044.40022125575,3024.56222863508,3005.21215775936,2986.34716159408,2967.96277843922,2950.05279544533
89,1480.7887177799,1699.91966090065,1918.22436607826,2103.67080137241,2299.35235759936,2636.58594055112,2907.01395836941,3118.81162841788,3276.06527818022,3381.67170048281,3443.5813972305,3451.7784500894,3458.81782419525,3464.79508371821,3469.800351051,3473.91804973484,3477.2265713643,3479.79823404549,3481.69940649739,3482.99074853053,3483.72752740146,3483.9599782315,3483.73368450325,3483.08996126001,3482.06622896663,3480.69637013471,3479.01106393408,3477.0380962905,3474.80264458298,3472.32753715695,3469.63348859152,3453.48121579804,3434.06444797337,3412.54500110758,3389.68474416344,3365.99766171612,3341.83970629737,3317.46342651763,3293.05190461704,3268.74028180484,3244.62961273124,3220.79666800798,3197.2999902299,3174.18438150955,3151.48401342916,3129.22466827396,3107.42538995352,3086.09979362629,3065.25675827771,3044.90160482539,3025.03642252779,3005.66071117109,2986.77156788607,2968.3644708784,2950.43314180338
90,1481.54397761382,1700.35253840984,1918.42027654052,2103.7718322389,2299.39988516865,2636.66169868719,2907.19686653734,3119.15527660749,3276.6178925227,3382.44767356471,3444.54229599534,3452.7688128984,3459.83501341622,3465.83651569919,3470.86353035782,3475.00059426188,3478.3262285279,3480.9128898738,3482.82708915256,3484.12962764287,3484.87591038881,3485.11630455994,3484.89651864119,3484.25798489932,3483.238232935,3481.87124630321,3480.18779732992,3478.21575755311,3475.98038284775,3473.50457341213,3470.80910952561,3454.64098935238,3435.19765298164,3413.64469640543,3390.74648360353,3367.01869673719,3342.81847900733,3318.39923855385,3293.94469339534,3269.590462571,3245.43796201572,3221.56423793157,3198.02803993376,3174.87432264675,3152.13736564632,3129.84302241747,3108.0103774811,3086.65306172281,3065.77994763761,3045.39633397729,3025.50427375446,3006.10316144533,2987.19021487842,2968.76067577469,2950.80825934493
91,1482.29240967233,1700.78310930957,1918.61569290514,2103.87266197731,2299.4471920266,2636.73626317874,2907.37696546235,3119.49387261302,3277.16281601727,3383.21351421655,3445.49135989348,3453.74709691803,3460.83990853745,3466.86546476906,3471.91406230072,3476.07034923177,3479.41297419945,3482.01453066142,3483.94166987701,3485.25533301421,3486.01106147158,3486.25935317237,3486.04604043811,3485.41267171118,3484.39688478718,3483.03276341989,3481.35117233312,3479.38006799576,3477.14478416617,3474.66829234406,3471.97143801192,3455.78765933072,3436.31802254069,3414.73187676148,3391.79606351109,3368.027950721,3343.78586397118,3319.32406489699,3294.82690274954,3270.43047086416,3246.23654364351,3222.32244057832,3198.74711639822,3175.55567665108,3152.78250758294,3130.45353277612,3108.58787653423,3087.19918464516,3066.29632269979,3045.88456688062,3025.96593373154,3006.53977075172,2987.60324121126,2969.15152575029,2951.17827492174
92,1483.03414201349,1701.21140001927,1918.8106182705,2103.973293211,2299.49428542728,2636.80966571603,2907.55432763502,3119.82754277393,3277.70023430886,3383.96945835666,3446.42885706958,3454.71357472044,3461.83278599722,3467.88221072104,3472.95222956431,3477.12759980142,3480.48709562994,3483.10344541226,3485.04343911994,3486.36815626153,3487.13327318409,3487.38941729421,3487.18254360584,3486.55431570852,3485.54247866922,3484.18121561142,3482.50148291233,3480.53132130297,3478.29614182369,3475.81898673416,3473.12076632478,3456.92151399964,3437.42583903893,3415.80681833783,3392.83375249037,3369.02568463789,3344.74207190523,3320.23815053188,3295.69876949953,3271.26053531153,3247.02557807208,3223.07148829596,3199.45742395523,3176.22863996058,3153.41962792561,3131.05638047787,3109.15806078969,3087.73832890392,3066.80604298721,3046.36645629235,3026.42154867924,3006.97062058309,2988.01078074026,2969.53714883819,2951.54331098429
93,1483.76929903462,1701.63737382778,1919.00505569034,2104.07372847417,2299.54117233393,2636.88193682061,2907.72902292963,3120.15640902252,3278.23032666431,3384.71573398711,3447.35504681282,3455.668509896,3462.81391314234,3468.88702416229,3473.97830556619,3478.17262179202,3481.54887067688,3484.1799136889,3486.13267785031,3487.46837949075,3488.24282852601,3488.5067805991,3488.30631229331,3487.68320133564,3486.6752991576,3485.31688743841,3483.6390134777,3481.66980161194,3479.4347395729,3476.95693984862,3474.25737692977,3458.04283134723,3438.52137583094,3416.86978705781,3393.85981089804,3370.01215093873,3345.68743191707,3321.14173241497,3296.56052268744,3272.08087701463,3247.8052784835,3223.81158640637,3200.15916015782,3176.89340247804,3154.04890907552,3131.65174055841,3109.72109812784,3088.27065540549,3067.30926263813,3046.84214979798,3026.87125985349,3007.39584609422,2988.41296275089,2969.91766868811,2951.90348577986
94,1484.49800161257,1702.0611809777,1919.19900817525,2104.17400216458,2299.58785943324,2636.95310590058,2907.90111872501,3120.48058898873,3278.75326625597,3385.45256153989,3448.27017993975,3456.61215744122,3463.78354862039,3469.88016690982,3474.99255485588,3479.20568209052,3482.59856820796,3485.24420601808,3487.2096579638,3488.55627570478,3489.34000137119,3489.61171761849,3489.41762149647,3488.79960387817,3487.79562166926,3486.44005430519,3484.76403929025,3482.79578392134,3480.56085204172,3478.0824258611,3475.38154355789,3459.15188153612,3439.60489694306,3417.92104191177,3394.87448909093,3370.98759392079,3346.62213889525,3322.03503981997,3297.41238391281,3272.8917098738,3248.5758510991,3224.54293350989,3200.85251607438,3177.55014927716,3154.67052740207,3132.23978227044,3110.27715085482,3088.79631969807,3067.80613064272,3047.31179003948,3027.31520376493,3007.81557788664,2988.80991216103,2970.29320476117,2952.25891353945
95,1485.22036723727,1702.48278441441,1919.39247869394,2104.27405340346,2299.63435314877,2637.02320130211,2908.07068001875,3120.80019626149,3279.26922042987,3386.18015420416,3449.17449915714,3457.54476412595,3464.74194275098,3470.8618923652,3475.99523349255,3480.22703902987,3483.63644848341,3486.29658427477,3488.2746426682,3489.63210918994,3490.42505685502,3490.70449412935,3490.51673744638,3489.90378985143,3488.90371284976,3487.55098284784,3485.87682684949,3483.90953447854,3481.67474512505,3479.19571017039,3476.49353111613,3460.24892564057,3440.67665867616,3418.96083274736,3395.87803114131,3371.95225007424,3347.54642212088,3322.91829466517,3298.25456765036,3273.6932408956,3249.33749547749,3225.26572177362,3201.53767704091,3178.19905468766,3155.28465519175,3132.82066932198,3110.8263759441,3089.315472204,3068.29679106713,3047.77551493075,3027.75351238627,3008.22994220793,2989.20174971249,2970.66387251398,2952.60970465483
