p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_6_6,of_6_7,of_6_8,of_6_9,of_7,of_7_1,of_7_2,of_7_3,of_7_4,of_7_5,of_7_6,of_7_7,of_7_8,of_7_9,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
74,393.894916633387,404.044286641139,403.451623102516,400.922280841804,398.345219484758,376.68277426483,358.671183107786,344.4228159587,333.174488208842,324.395573467855,317.587436323942,316.417909585588,315.303607857377,314.241093836961,313.227126830919,312.258668682837,311.332882834052,310.44712959949,309.598958506823,308.786098675918,308.006448012471,307.258061870036,306.539141590059,305.848023278653,305.183167028187,304.543146724532,303.926640517641,303.332421989184,302.759352019641,302.206371336427,301.672493711079,299.259513572038,297.208789749206,295.450737203964,293.933107950215,292.615660650842,291.466739965534,290.460975404938,289.577730671659,288.799995769811,288.11359123075,287.506592281624,286.968885110864,286.491834253522,286.068023500876,285.691052161016,285.355373861622,285.056160778483,284.789204415551,284.550822185004,284.337785573389,284.147260007704,283.976747327894,283.824051399667,283.687229527105
75,393.734469644413,403.963492917834,403.417037924762,400.90503136451,398.335169667053,376.679107003367,358.663982196374,344.410478882975,333.155997566555,324.370884387824,317.557790267696,316.3874853931,315.272478153327,314.209329297256,313.194795391798,312.225834978275,311.299607846285,310.413470478715,309.564968522071,308.75182726391,307.971940898221,307.223361231371,306.504286253517,305.813048930559,305.148106431497,304.508029934203,303.891495089698,303.297273180252,302.724222974982,302.171283265481,301.637466050171,299.22502728049,297.175137616883,295.418108513401,293.901623253204,292.585393505852,291.437730939888,290.433241190848,289.551270375102,288.77479526161,288.089626427539,287.483831444161,286.947290799982,286.471364811818,286.048634277739,285.672696525668,285.33800405,285.039728584732,284.773661787254,284.53612169653,284.323880812205,284.134105887114,283.964300298388,283.812269651803,283.676073085085
76,393.575668909469,403.883157329316,403.382538867764,400.887807949508,398.325164552186,376.675496738056,358.656908140749,344.398355312634,333.137812888171,324.346581643045,317.528584529962,316.357509087509,315.24180296129,314.178025022646,313.162929170129,312.193470711966,311.266805851687,310.38028730131,309.531456883301,308.71803610232,307.937915492512,307.189143351119,306.469914356898,305.778558370171,305.113529667699,304.473396747407,303.856832786628,303.262606790929,302.689575438534,302.136675603667,301.602917528292,299.191011691697,297.141945224329,295.385926975631,293.870572082398,292.555545610922,291.409126510582,290.405896735264,289.525184959428,288.749954853057,288.066007043363,287.461401595162,286.926013326577,286.451198382411,286.029534605668,285.654617375252,285.320896921894,285.023548023427,284.758359038837,284.52164979878,284.310193821233,284.12115918605,283.952050805401,283.800676019603,283.665095791999
77,393.418478774562,403.803274169846,403.3481254259,400.870604287204,398.315203040341,376.671941661571,358.649957042903,344.386438886975,333.119925354667,324.322654453649,317.499807123152,316.327968520121,315.2115699937,314.147168606925,313.131515659377,312.161563293651,311.234464191229,310.347567353221,309.498410832838,308.684712405207,307.904358982099,307.155395404307,306.43601307005,305.744538769438,305.079423917474,304.439234359539,303.822640823941,303.228410061771,302.655396680364,302.102535654623,301.568835486335,299.157454377655,297.109200428451,295.354180766547,293.83994295364,292.526105835804,291.380915908166,290.378931633247,289.499464383529,288.725464836702,288.042723734254,287.439293768747,286.905044072939,286.431326688937,286.010716542034,285.636807092647,285.304047484301,285.007612101664,284.743289475256,284.507400084681,284.296718471216,284.108414042799,283.939993244443,283.789265145395,283.65429252666
78,393.262864770123,403.723837845144,403.313797099673,400.853432203017,398.305284073362,376.668440045577,358.64312517176,344.374723512115,333.102326508383,324.299092472252,317.471446533737,316.298852021722,315.181767447059,314.116748131822,313.100542844202,312.13010062691,311.202570701872,310.315298417702,309.46581811227,308.651843880509,307.871259059269,307.122105064936,306.402570063257,305.710977800449,305.045776861082,304.405530464809,303.788906915042,303.194670730119,302.621674466065,302.068851216114,301.535207757803,299.124343393815,297.076891558641,295.322858522395,293.809724830826,292.497063484584,291.353088784025,290.352335886648,289.474099000101,288.7013159146,288.019767603344,287.417499353051,286.884374762451,286.411741783438,285.992172460205,285.619258364595,285.287447576869,284.991914107014,284.728446670753,284.493366405554,284.283448880795,284.095864833383,283.928122238885,283.778031889939,283.643658377271
79,393.108793558142,403.644842869402,403.27955339555,400.836285519725,398.295406632689,376.664990235615,358.636408954919,344.363203346603,333.085008233862,324.275885761369,317.443491697799,316.270148377817,315.152383976983,314.086752141898,313.069999175179,312.099071083794,311.171113691126,310.283468750251,309.433666936469,308.619418712727,307.838603884845,307.089260487127,306.369573480147,305.677863609817,305.012576652805,304.372273230745,303.755619245761,303.161377004707,302.588397031427,302.035610554774,301.502022643624,299.091667254378,297.045007392625,295.291949316316,293.779907102465,292.468408273424,291.325635188838,290.326099883681,289.449079535401,288.677499149522,287.997130011531,287.396010046758,286.863997441951,286.392436029348,285.973895033137,285.601964165886,285.271090468011,284.976447592899,284.713824454768,284.479542857609,284.270379403471,284.083506159017,283.916432628013,283.766971320887,283.633188630256
80,392.956232882217,403.566283862412,403.24539382578,400.819164031871,398.285569737361,376.661590649582,358.62980496942,344.351872788,333.067962739982,324.253024772357,317.415931978073,316.241846805488,315.123408674864,314.057169621025,313.039873545171,312.068463481081,311.140081913115,310.252067054569,309.401945969653,308.587425536504,307.806382072824,307.056850269729,306.337011920245,305.64518479334,304.979811894867,304.339451274287,303.722766450513,303.128517541834,302.555553058694,302.002802382433,301.46926888855,299.059414909135,297.013537133836,295.261442636167,293.750479560297,292.440130309742,291.298545552356,290.300214379454,289.42439707031,288.654005946648,287.974802685383,287.374817951405,286.8439044652,286.373402085578,285.955877218035,285.58491774458,285.254969688718,284.96120636489,284.699416898765,284.465923769249,284.257504615453,284.071332834429,283.904919455731,283.756078702004,283.622878759927
81,392.805151520403,403.488155546815,403.211317908254,400.80206754072,398.275772442201,376.658239771565,358.623309933884,344.340726460304,333.05118254319,324.230500325599,317.38875714245,316.213936931673,315.094831045962,314.027989970346,313.010155267131,312.038267057943,311.109464546292,310.221082460125,309.370644302908,308.555853414106,307.774582665298,307.024863442453,306.304874405423,305.612930379586,304.947471624416,304.307053637503,303.690337589893,303.096081423086,302.523131654301,301.97041583394,301.436935659055,299.027575721787,296.982470390194,295.231328363934,293.72143049441,292.412220072672,291.271810664497,290.274670477564,289.400043022573,288.630828036396,287.952777665151,287.353915375337,286.824088454158,286.354632891578,285.938112241953,285.568112608141,285.239079019201,284.946184467858,284.685218303878,284.452503689211,284.24481930423,284.059339876903,283.893577960077,283.745349483041,283.612724418773
82,392.655519240574,403.410452745373,403.177325166357,400.784995853885,398.266013836082,376.654936148998,358.616920701039,344.329759202177,333.034660451826,324.208303591976,317.361957343842,316.186408772806,315.066640988851,313.999202987566,312.980834053306,312.008471455104,311.079251172428,310.190504501114,309.339751433117,308.524691814354,307.743195111355,306.993289442208,306.273150367227,305.581089798531,304.915545276554,304.275069774792,303.658322128176,303.064058132117,302.491122327993,301.938440446317,301.405012522542,298.996139449523,296.951797154201,295.201596756283,293.692754200557,292.384668394728,291.245421657538,290.249459612911,289.376009130108,288.60795745831,287.931047289219,287.333294951965,286.804542385966,286.336121623349,285.920593588303,285.551542510452,285.22341244771,284.931376173951,284.671223189349,284.439277375447,284.232318457899,284.047522495995,283.882403563346,283.734779290292,283.602721428399
83,392.507306758265,403.333170378427,403.143415128819,400.767948785039,398.256293040299,376.651678389299,358.610634250703,344.318966055961,333.018389551391,324.186426075461,317.33552310122,316.159252715676,315.038828776164,313.970798847548,312.951899995673,311.979066695157,311.049431756919,310.160323096714,309.309257243151,308.493930592755,307.712209247243,306.962118093256,306.241829624521,305.549652869611,304.884022676672,304.243489519217,303.626709920446,303.032437544947,302.459514971463,301.906866136779,301.373489427878,298.965096223939,296.921507784224,295.172238426328,293.664439692354,292.357466444581,291.219369989405,290.224573535483,289.352287435375,288.58538654595,287.909604179522,287.312949587873,286.7852594115,286.317861811337,285.903314984199,285.535201429694,285.207964285244,284.916775944121,284.657426281658,284.426239784672,284.219997255125,284.035876083927,283.871391862844,283.724363917704,283.592865770991
84,392.360485696709,403.256303461343,403.109587329584,400.750926153556,398.246609207041,376.648465156678,358.604447683221,344.308342257316,333.002363190765,324.164859595508,317.309445281861,316.132459499499,315.011385036437,313.942768084049,312.923343547613,311.950043164134,311.019996630246,310.130528532496,309.279151983268,308.463559972912,307.68161527771,306.931339588551,306.210902364859,305.518609780745,304.852894018282,304.21230307459,303.595491182402,303.001209894599,302.42829984769,301.875683195154,301.342356685267,298.934436533006,296.891592986906,295.1432443265,293.636478185099,292.330605710878,291.193647428005,290.200004295157,289.328870270639,288.563107912644,287.888441227824,287.292872449586,286.766232967617,286.299847111076,285.886270385491,285.519083600865,285.192728942702,284.90237853779,284.643822480348,284.413386062584,284.207851055741,284.024396206526,283.86053862221,283.714099318542,283.583153581266
85,392.215028549021,403.179847102117,403.075841307698,400.733927784247,398.236961517973,376.645295169192,358.59835821333,344.297883225552,332.986574969234,324.143596277137,317.283715084615,316.106020198976,314.984300737087,313.915101572534,312.895155506612,311.921391594168,310.990936470571,310.101111442959,309.249426253597,308.433570528966,307.651403758471,306.900944472231,306.180359126958,305.487951070813,304.822149845494,304.181500994831,303.564656481932,302.970365766697,302.397467560308,301.844882248191,301.311604956921,298.904151200978,296.862043800648,295.114605732418,293.60886120822,292.304077987004,291.168246036439,290.175744227421,289.305750244154,288.54111443814,287.867551582798,287.273056951152,286.747456729382,286.282071459832,285.869453979245,285.503183430874,285.177701081133,284.888178800526,284.630406955003,284.400711514956,284.195875364045,284.013078594748,283.849839763256,283.703981597569,283.573581139207
86,392.070908642325,403.103796499015,403.042176607165,400.716953507086,398.227341249453,376.64216719598,358.592363164343,344.287584554514,332.971018724287,324.122628527712,317.258324024164,316.07992620843,314.95756716837,313.887790514067,312.867326998022,311.893103047134,310.962242287346,310.072062795094,309.220070987668,308.403953169117,307.621565579717,306.870923623086,306.150190784183,305.45766761318,304.791781036553,304.151074167533,303.534196719965,302.939896079194,302.367009047613,301.814454257518,301.281225227305,298.874231386816,296.832851580017,295.086314227716,293.581580590508,292.277875356763,291.143158159125,290.151785939874,289.282920227128,288.519399256012,287.846928637892,287.253496742418,286.728924600538,286.264528992063,285.852860150033,285.487495545124,285.162875554925,284.874171808993,284.617174956069,284.388211686836,284.184065944716,284.001919136669,283.839291358366,283.694007003758,283.564144862607
87,391.928100103756,403.028146938299,403.008592776847,400.69999536355,398.217763322997,376.639080054657,358.586459962768,344.277442004037,332.955688520173,324.101949029689,317.233263916211,316.054169226819,314.931175928261,313.860826420059,312.839849459755,311.865168899275,310.933905405862,310.043373872902,309.191077436896,308.374699120051,307.592091950525,306.841268238989,306.120388529017,305.427750600163,304.761778788356,304.121013798454,303.50410311505,302.909792066944,302.336915563988,301.784390499991,301.251208798399,298.844668545193,296.80400798108,295.058361689739,293.554628446203,292.251990180862,291.118376408681,290.128122299576,289.260373341448,288.49795574179,287.826566019872,287.23418569843,286.710630695177,286.247214074653,285.836483487944,285.472014761117,285.14824740276,284.860352816507,284.60412194469,284.375882210472,284.172418611585,283.990913870028,283.828889623168,283.68417192323,283.554841300746
88,391.786577828183,402.952893792023,402.975089370358,400.683068948268,398.208219247314,376.636032608887,358.580646133203,344.267451491917,332.940578637112,324.081550726058,317.208526863534,316.028741243623,314.905118908257,313.83420109793,312.812714627849,311.837580826712,310.905917452693,310.01503626277,309.162437155949,308.345799912337,307.562974384238,306.811969822269,306.090943858384,305.398191528368,304.732134601799,304.091311396931,303.474367188757,302.880045267173,302.307178665424,301.754682553219,301.221547271975,298.815452749545,296.77550494759,295.030740276078,293.527997161883,292.226415084197,291.093893653603,290.104746421085,289.238102948131,288.476777501816,287.806457578128,287.215117907147,286.692569340746,286.230121262912,285.820318773846,285.456736079583,285.133811839112,284.846717244901,284.591243545227,284.363718888634,284.160929348616,283.980058975094,283.818630909852,283.674472872871,283.545667128039
89,391.646317447578,402.878032515912,402.941665945948,400.666165805081,398.198708309077,376.633023766089,358.57491929355,344.257609086331,332.925683561129,324.061426808308,317.184105242805,316.003634525572,314.87938827992,313.80790663761,312.785914522866,311.810330791785,310.87827034198,309.987041839735,309.134141988946,308.31724736657,307.534204684595,306.783020165855,306.06184855984,305.368982184902,304.702840267992,304.061958762146,303.444980751976,302.850647505826,302.277790195948,301.725322282038,301.192232536248,298.786579385309,296.747334697922,295.003442411838,293.501679384132,292.201142943841,291.069703006619,290.081651655178,289.21610263642,288.455858362665,287.786597374124,287.196287662829,286.674735058649,286.213245301543,285.804360970612,285.441654675963,285.119564246028,284.833260677344,284.578535529717,284.351717694818,284.149594313842,283.969350768043,283.808511700733,283.664906494145,283.536619138165
90,391.507295301895,402.803558647299,402.908322066403,400.64928611894,398.189229818384,376.630052475298,358.569277150514,344.247910998718,332.910997974479,324.041570705016,317.159991692177,315.978841604042,314.853976482218,313.781935398755,312.759441437058,311.783411030096,310.850956262467,309.959382754464,309.10618405642,308.289033580335,307.505774932707,306.754411340213,306.033094698503,305.340114634306,304.67388785524,304.032947970066,303.415935891898,302.821590884541,302.248742274588,301.696301825538,301.163256752753,298.758039085879,296.719489712764,294.976460777657,293.475668007817,292.176166877712,291.045797813693,290.058831578226,289.194366213464,288.435192361241,287.766979672418,287.177689454298,286.657122558276,286.196581116035,285.788605214877,285.426765892677,285.105500166386,284.819978848637,284.565993825146,284.339874733203,284.138409785637,283.958784247864,283.798528602242,283.655469547337,283.527694238527
91,391.369488411416,402.729467803106,402.875057298968,400.632429742072,398.179783107732,376.627117725132,358.563717495366,344.238353577061,332.896516746639,324.021976071113,317.136179099557,315.95435526325,314.828876209582,313.756279998708,312.73328792222,311.756814038387,310.823967665269,309.932051420999,309.078555743054,308.261150915893,307.477677474707,306.726135681027,306.004674604729,305.311581206258,304.645269696713,304.004271361172,303.387224959772,302.792867768471,302.220027283219,301.667613584905,301.134612344365,298.729824411147,296.691962723487,294.94978829834,293.4499561651,292.151480233867,291.022171643673,290.03627998213,289.172887694643,288.414773735339,287.747598931124,287.159317956956,286.63972672859,286.18012380459,285.77304680924,285.412065231574,285.091615294566,284.806867642564,284.55361449551,284.328186242792,284.127372171521,283.94835887138,283.788678339233,283.646158906074,283.518889445005
92,391.232874450423,402.655755677941,402.841871215228,400.615596530562,398.170367531037,376.624218541898,358.55823819995,344.228933299627,332.882234925741,324.002636777743,317.112660591525,315.930168529022,314.804080400579,313.730933301105,312.707446778262,311.73053256297,310.79729725229,309.905040505139,309.051249686009,308.233591988541,307.449904910111,306.698185777533,305.976580862452,305.283374483887,304.616978378838,303.975921528867,303.358840559328,302.764470774687,302.191637855051,301.639250211999,301.106291982661,298.701928162784,296.664746701141,294.923418127217,293.424537215006,292.127076580383,290.998816396775,290.013990864846,289.151661294344,288.394596914816,287.728449793477,287.141168024503,286.622542630132,286.16386863038,285.757681214836,285.397548346252,285.077905472261,284.793923081905,284.541393739167,284.316648591341,284.11647800236,283.938069885712,283.778957749623,283.636971552223,283.510201877055
93,391.097431722184,402.582414295953,402.80876339104,400.598786344156,398.160982462754,376.621353987794,358.552837212919,344.219646768745,332.868147730572,323.983546902684,317.08942952286,315.906274658225,314.779582227246,313.705888405111,312.68191104235,311.704559588868,310.770937965325,309.878342913474,309.024258763964,308.206349655588,307.422450080779,306.670554461505,305.948806298185,305.255487292817,304.589006730291,303.947891308481,303.33077553579,302.736392761288,302.163566863714,301.611204598423,301.078288582296,298.674343389447,296.637834843995,294.897343658937,293.399404726166,292.102949695808,290.975729810601,289.991958421374,289.130681417294,288.374656513156,287.709527079734,287.123234681126,286.605565487495,286.147811014309,285.742504044221,285.383211036312,285.064366680346,284.781141323403,284.529327882872,284.305258269634,284.105723926846,283.927914091267,283.769363779325,283.627904570978,283.501628753014
94,390.96313913507,402.50944694839,402.775733406451,400.581991218696,398.151627296978,376.618523159227,358.54751255619,344.210490705567,332.854250542937,323.964700721258,317.066479466632,315.882667128734,314.75537508497,313.681138635224,312.656673978653,311.678888329486,310.74488297567,309.85195178302,308.99757608669,308.179417005938,307.395306060497,306.643234796798,305.921343970556,305.227912690697,304.561347811594,303.920173766873,303.303022965527,302.708626817012,302.135807412928,301.583469865051,301.050595282141,298.647063349144,296.611220577255,294.871558478204,293.374552498519,292.079093560078,290.952904195671,289.970177035286,289.109942650336,288.35494731956,287.690825779494,287.105513114084,286.588790682186,286.13194650721,285.727511055068,285.36904924035,285.050995033238,284.768518651841,284.517413376133,284.294011886062,284.095106706309,283.91788839629,283.759893477455,283.618955146309,283.493167385731
95,390.829976179904,402.436845851046,402.742780845587,400.565226514991,398.142301446676,376.615725185215,358.542262321577,344.201461944435,332.840538900489,323.946092697794,317.043804204819,315.859339629955,314.731452582921,313.656677531645,312.631729068645,311.653512216873,310.719125674352,309.825860471365,308.971194985207,308.152787350216,307.368466145102,306.616220069498,305.89418716046,305.200643957351,304.53399490523,303.8927621926,303.275576146224,302.681166251452,302.108352826677,301.556039353153,301.023205441687,298.62008152174,296.584897526639,294.846056387414,293.349974505512,292.055502345966,290.930333919375,289.948641270675,289.089439754645,288.335464291406,287.672341044472,287.087998666746,286.572213738864,286.116270874462,285.712698119254,285.355059030116,285.037786773102,284.75605147451,284.505646785856,284.282906161481,284.084623209767,283.907989812125,283.750543991814,283.610120556606,283.48481517837
96,390.697916569667,402.364606990976,402.70990529661,400.548484434526,398.133004342862,376.612959225892,358.537084667653,344.192557427951,332.82700848991,323.927717477463,317.021397719431,315.836286053854,314.707808534981,313.632498841132,312.607070001924,311.628424892487,310.693659662838,309.800062547392,308.945109002449,308.126454211451,307.341923843124,306.589503778542,305.867329361683,305.173674585426,304.506941506348,303.865650086577,303.24842858756,302.654004585757,302.081196640212,301.528906613725,300.996112630532,298.593391592878,296.558859523742,294.820831382662,293.325664920214,292.032170410951,290.908013527925,289.92734586452,289.069167658363,288.316202547148,287.654068181586,287.070686829831,286.555830349636,286.100779939782,285.69806132347,285.341236604814,285.024738264384,284.743736315948,284.494024791301,284.271937924379,284.074270409307,283.898215448769,283.741312564588,283.601398170565,283.476569620507
97,390.566953469563,402.292726424072,402.67710635162,400.531762588726,398.12372504979,376.610224471074,358.531977816737,344.183774202191,332.813655140485,323.909569878622,316.999254184088,315.813500486425,314.684436951162,313.608596508347,312.582690667463,311.603620198396,310.66847874425,309.774551782412,308.919311884426,308.100411316172,307.315672866896,306.563079626848,305.840764272025,305.146998271511,304.480181313855,303.838831153235,303.221574002393,302.627135543882,302.054332590809,301.502065399729,300.969310619356,298.566987445496,296.533100593013,294.795877647878,293.301618098242,292.009092289518,290.885937738896,289.906285719484,289.04912144962,288.297156154291,287.636002646471,287.053573244292,286.539636317212,286.08546969064,285.683596785562,285.327578265347,285.011845988598,284.73156981292,284.482544179297,284.261104106252,284.064045375643,283.888562510613,283.732196528308,283.592785443312,283.468428284375
98,390.437056052432,402.221200273442,402.644383606609,400.51506536103,398.114483521455,376.607520138943,358.526940052078,344.175109412222,332.800474818002,323.891644885519,316.977367956035,315.79097719964,314.66133202946,313.584964667639,312.558585145384,311.579092169005,310.643576914995,309.749322141835,308.893797571816,308.074652586027,307.289707124171,306.536941512909,305.814485784913,305.120608907761,304.453708222063,303.812299292152,303.195006298397,302.600553044139,302.027754609777,301.475509657628,300.94279337164,298.540863151765,296.507614943528,294.771189547228,293.277828570213,291.986262681009,290.864101434156,289.88545589705,289.029296369887,288.278322941175,287.618140036976,287.036653680156,286.523627587055,286.070336240343,285.669300789781,285.314080498272,284.999106519221,284.719548709742,284.471201839692,284.250401737281,284.05394527395,283.879028292456,283.723193301996,283.58427866123,283.460388821347
99,390.308217256901,402.15002472787,402.611736661341,400.49839038381,398.105269129489,376.604845474759,358.521969715174,344.166560297822,332.787463618971,323.87393764136,316.955733567081,315.768710643786,314.638488148118,313.561597635251,312.534747699081,311.554835023171,310.61894835688,309.724367777191,308.868560192017,308.049172129801,307.26402071012,306.511083522788,305.788487981389,305.094500573881,304.427516312676,303.786048590086,303.168719570106,302.57425119132,302.001456814475,301.449233519369,300.916555035841,298.515012965411,296.482396961784,294.746761617638,293.254291034632,291.963676463077,290.842499653128,289.864851611001,289.0096878077,288.259697267946,287.600476088687,287.019924042273,286.507800231078,286.055375826442,285.655169728395,285.300739823168,284.986516605755,284.707669835113,284.459994734166,284.239827942171,284.043967359907,283.869610175702,283.714300387527,283.575877940075,283.452448958589
100,390.180413559723,402.079196040276,402.579165119346,400.481737538336,398.096081370198,376.602199749669,358.517065203243,344.158124189435,332.774617765145,323.856443441774,316.934345722823,315.746695440179,314.615899858286,313.538489901941,312.511172767805,311.530843156691,310.594587429568,309.699683018611,308.84359405158,308.023964235847,307.238607899758,306.485499922552,305.762765122537,305.068667529567,304.401599847264,303.760073313395,303.142708091369,302.5482242692,301.97543350079,301.423231294984,300.890589937927,298.489431314375,296.457441204544,294.722588561817,293.23100035202,291.941328652824,290.821127586426,289.844468221285,288.990291292706,288.241274833156,287.583006667042,287.00338036167,286.492150442349,286.040584799843,285.641200108782,285.287552898665,284.974073021482,284.695930180023,284.448920010618,284.229379914186,284.034108975922,283.860305624751,283.705515366173,283.567579725766,283.444606495887
