p_bar,of_1,of_1_5,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
78,1588.5367793785,1891.79461162885,2627.33836856753,2762.99697672466,2887.69802143219,3001.3409685021,3103.76008219359,3194.76713789839,3274.24348527055,3342.2720923802,3399.25252174139,3445.93812559174,3483.37116611172,3512.75055765952,3535.29321472205,3552.13121577021,3564.25777872429,3572.51147161344,3577.58374108594,3580.03713966567,3580.32643691862,3578.81863671367,3575.81030512789,3571.54186749529,3566.20909799419,3559.97222365273,3552.96308971439,3545.29078731779,3499.69299111934,3446.46212211423,3388.95594024424,3328.86574149117,3267.14019553774,3204.38092405844,3141.02724656569,3077.44500626373,3013.96781983879,2950.91276345238,2888.58083352611,2827.25088882797,2767.17094365621,2708.55086160475,2651.55817936011,2596.31643602453,2542.90818215658,2491.37869304611,2441.74167219453,2393.98523286602,2348.07731884944,2303.97126895374,2261.60989464948,2220.92885454631,2181.85993269528,2144.33288192388,2108.27713610455,2073.62300125169,2040.30248127145,2008.24989052982,1977.40215341694
79,1589.33619201354,1892.10697994264,2627.4364678804,2763.15453352176,2887.93316999489,3001.67164760119,3104.20308222739,3195.3369162501,3274.95057866753,3343.12138267845,3400.24209358505,3447.05946134018,3484.61072433149,3514.09205013199,3536.71973725585,3553.62674193224,3565.80795943432,3574.10390951234,3579.20795017686,3581.68435288447,3581.98936230439,3580.491215226,3577.48749355187,3573.2194538229,3567.8835488715,3561.64056029995,3554.62278781375,3546.93969650445,3501.26489584445,3447.93345029417,3390.31445718152,3330.1052854561,3268.25850520073,3205.37868535524,3141.90761726577,3078.21330336736,3014.63118290741,2951.47975733775,2889.06097524975,2827.65414530636,2767.50725306131,2708.82973121741,2651.78839042234,2596.50586841354,2543.06372076252,2491.50624917339,2441.84623757925,2394.07097076963,2348.14767022417,2304.02905735218,2261.65741664975,2220.96799968615,2181.89222713672,2144.35956333418,2108.29921113276,2073.64128852786,2040.31765855637,2008.26249115589,1977.41262150563
80,1590.12856018939,1892.41826801249,2627.53280926431,2763.30930494519,2888.1642452456,3001.99673363201,3104.63878278904,3195.89756425155,3275.64666816973,3343.95784889922,3401.21716652901,3448.16483444628,3485.83309522334,3515.41536458303,3538.12730028106,3555.10270439915,3567.33811827016,3575.67598606572,3580.81155464895,3583.31079633407,3583.63141660078,3582.14287357306,3579.14375613491,3574.87614474409,3569.53716508601,3563.28814864748,3556.26184577975,3548.5680924012,3502.81712512681,3449.38615731374,3391.65553133174,3331.32864157036,3269.36192936319,3206.36288728879,3142.77576287055,3078.97069258558,3015.28491838866,2952.03834574359,2889.53385593018,2828.05119166615,2767.83829901676,2709.10417479404,2652.01490659621,2596.69221870705,2543.21670617972,2491.63169613911,2441.94906369987,2394.15527574648,2348.21684127023,2304.08587353795,2261.70414723494,2221.00649037483,2181.92397892096,2144.38579527229,2108.32091345442,2073.65926626783,2040.33256707109,2008.27486487093,1977.42289709991
81,1590.91401686178,1892.72848456726,2627.62744553081,2763.46137343003,2888.39136580187,3002.31638676821,3105.06738923555,3196.44933420677,3276.33208491191,3344.781831145,3402.17812109306,3449.2546578981,3487.03871817604,3516.72096129462,3539.51638029158,3556.55959203295,3568.8487533537,3577.22820615245,3582.39506411841,3584.91698273028,3585.25311412411,3583.77412689793,3580.7796077744,3576.51245415141,3571.17045888748,3564.91549876253,3557.8807710372,3550.176479396,3504.35016385981,3450.82070396389,3392.97959669518,3332.53621533012,3270.45084385507,3207.33387679423,3143.63199797328,3079.71745767918,3015.9292796148,2952.58875243829,2889.99967110978,2828.44219700394,2768.16422632059,2709.37431521599,2652.23782483967,2596.87558487195,2543.36722250997,2491.75510578032,2442.05021158929,2394.23819947627,2348.28487572562,2304.14175312332,2261.75010476363,2221.04434287869,2181.95520310521,2144.41159031514,2108.34225337704,2073.67694289638,2040.34722499513,2008.28703027296,1977.43299899781
82,1591.69269112043,1893.03763820554,2627.7204272886,2763.61081801107,2888.61464546571,3002.63076069962,3105.489098772,3196.99246853199,3277.00705190381,3345.59366230021,3403.12532343457,3450.32932917867,3488.22801619555,3518.00928347847,3540.88743618154,3557.99787569462,3570.3403445078,3578.76105613696,3583.95896953847,3586.50340603518,3586.8549506527,3585.38547160753,3582.39554456281,3578.12887717401,3572.78392382499,3566.52310209218,3559.48005248653,3551.76534346141,3505.86447920932,3452.23749175974,3394.28707131832,3333.72839726629,3271.52561057161,3208.29198640498,3144.47662536902,3080.4538716954,3016.56451028374,2953.13119261531,2890.45860877976,2828.82732383618,2768.48517409124,2709.64027093231,2652.45724933816,2597.05604912015,2543.5153378755,2491.87653428746,2442.14972755843,2394.31977978959,2348.35180388068,2304.19672143392,2261.7953110033,2221.08157517069,2181.98591448883,2144.4369606473,2108.36324092705,2073.69432691719,2040.36163937828,2008.29899165733,1977.44293060621
83,1592.46470834047,1893.3457373992,2627.81180306068,2763.75771450197,2888.83419345812,3002.94000302522,3105.90410086789,3197.52720025571,3277.67187693757,3346.39365696813,3404.05912585392,3451.38923102645,3489.40139670495,3519.28075810647,3542.24091009929,3559.41800911595,3571.81335414104,3580.27500476354,3585.5037441001,3588.07054234573,3588.43740395257,3586.97738590155,3583.99204469365,3579.72589108136,3574.37803564748,3568.11143236002,3561.06016139597,3553.3351530415,3507.36052146825,3453.6370328846,3395.57835806847,3334.90556367059,3272.58657815154,3209.23753640787,3145.30993663351,3081.18019749591,3017.19084493623,2953.66587331981,2890.91084975707,2829.20672843082,2768.80127620633,2709.90215430111,2652.67327515423,2597.23369081217,2543.66111818343,2491.99603623905,2442.2476563736,2394.40005351327,2348.41765653942,2304.25080396013,2261.83978695723,2221.11820456329,2182.01612734918,2144.46191817241,2108.38388596426,2073.71142571628,2040.37581626997,2008.31075541493,1977.45269681684
84,1593.2301903267,1893.65279049683,2627.90161939386,2763.90213566317,2889.05011465482,3003.244255547,3106.31257764758,3198.05375348803,3278.3268257099,3347.18211986474,3404.97986779831,3452.43473214991,3490.55925229613,3520.53579669137,3543.57722825028,3560.82042971908,3573.26822807974,3581.77050399717,3587.02984407894,3589.61885077191,3590.00093474296,3588.55033126455,3585.56956940051,3581.30395613318,3575.95325315076,3569.68094640955,3562.62155224054,3554.88635988599,3508.83872486024,3455.01969791061,3396.85384535296,3336.06807727815,3273.63408261472,3210.17083543439,3146.13221266694,3081.89668825277,3017.80850940383,2954.19299384961,2891.35656803994,2829.58056111574,2769.11266088988,2710.16007520298,2652.88599384869,2597.40858645327,2543.80462703964,2492.11366415717,2442.3440415788,2394.47905672079,2348.48246343965,2304.30402521133,2261.88355283122,2221.15424772465,2182.04585551072,2144.48647396072,2108.40419759218,2073.72824761489,2040.38976238944,2008.32232648007,1977.46230197133
85,1593.98925545047,1893.95880572704,2627.98992096138,2764.04415135872,2889.26250980776,3003.54365456225,3106.71470425689,3198.572343861,3278.97215399067,3347.95934445344,3405.88787624274,3453.46618789948,3491.70196143699,3521.7747960213,3544.89680165251,3562.20555938775,3574.70539635089,3583.24798981484,3588.53770963194,3591.14877421554,3591.54598749808,3590.10475277751,3587.12856336936,3582.86351637928,3577.51001897467,3571.2320849978,3564.16466349166,3556.41939983533,3510.2995082961,3456.38588478532,3398.11390780719,3337.21628790985,3274.66844796185,3211.09218101671,3146.94372420537,3082.60358791489,3018.4177212305,2954.71274613201,2891.79593114077,2829.94896658991,2769.41945218199,2710.41413845533,2653.09549358146,2597.58080971281,2543.94592565705,2492.22946886851,2442.43892520098,2394.55682408952,2348.54625317202,2304.35640875717,2261.92662809149,2221.18972073013,2182.07511207423,2144.51063921072,2108.42418509286,2073.74479990926,2040.40348391718,2008.33371012266,1977.47175046427
86,1594.74201878021,1894.26379120146,2628.07675065919,2764.18382870379,2889.47147575295,3003.83833113824,3107.11064920702,3199.08317894283,3279.60810810325,3348.7256134848,3406.78346635001,3454.48394090006,3492.82988913683,3522.99813885105,3546.20002684772,3563.57380519345,3576.12527391932,3584.70788295065,3590.02776554859,3592.66074013104,3593.07299120247,3591.64108002069,3588.66945615649,3584.40500041293,3579.04876035385,3572.7652735429,3565.68991836092,3557.93469356005,3511.74327608606,3457.735977553,3399.35890727132,3338.35053307698,3275.68998673901,3212.001860111,3147.74473230211,3083.30113164687,3019.01869006874,2955.22531507814,2892.22910040531,2830.3120841157,2769.72176916411,2710.66444497375,2653.30185921835,2597.75043150922,2544.08507305768,2492.3434992762,2442.53234765498,2394.63338896695,2348.60905323263,2304.40797728173,2261.96903137123,2221.22463894612,2182.1039099323,2144.53442442906,2108.44385715557,2073.76108990985,2040.4169869397,2008.34491141642,1977.48104652965
87,1595.48859220563,1894.56775491779,2628.16214969597,2764.32135040974,2889.67710560489,3004.12841136954,3107.50057469825,3199.5864586273,3280.23492537634,3349.48119950464,3407.66694202672,3455.48832168824,3493.94338757338,3524.20619455353,3547.48728657142,3564.92556007973,3577.52826138246,3586.15058959806,3591.50042195774,3594.15516123589,3594.58236006284,3593.15972778546,3590.1926623869,3585.92882213901,3580.56988982542,3574.2809228287,3567.197725501,3559.43264725768,3513.17041861122,3459.07034699528,3400.58919190486,3339.47113907615,3276.69900186306,3212.90014959025,3148.53549121227,3083.98954624192,3019.61161805282,2955.73087891667,2892.65623128337,2830.67004792575,2770.01972653186,2710.91109193594,2653.50517247389,2597.91752014142,2544.22212603329,2492.45580243009,2442.6243478214,2394.70878343366,2348.67089008007,2304.45875256388,2262.01078071516,2221.25901729357,2182.13226132703,2144.55783978367,2108.46322224336,2073.77712465209,2040.43027731526,2008.35593524663,1977.49019424679
88,1596.22908455612,1894.8707047626,2628.24615767773,2764.45654159993,2889.8794889402,3004.41401662006,3107.88463692405,3200.0823754997,3280.85283456934,3350.22636533253,3408.53859644705,3456.47964909183,3495.04279668377,3525.3993197338,3548.75895038485,3566.26120350734,3578.91474562553,3587.57650207227,3592.95607499489,3595.6324361808,3596.07449417966,3594.66109674579,3591.69858258508,3587.43538118273,3582.07380597212,3575.77942966927,3568.68847966687,3560.91365331008,3514.58131295667,3460.38935125746,3401.80509928249,3340.57841916242,3277.69578265663,3213.78731762524,3149.3162378926,3084.6690505113,3020.19670174174,2956.22960950829,2893.07747365099,2831.02298734019,2770.31343479494,2711.15417295305,2653.70551205368,2598.08214136642,2544.35713925342,2492.56642361627,2442.71505738463,2394.78303836656,2348.73178915614,2304.50875562013,2262.05189344155,2221.29287005753,2182.16017809807,2144.58089508745,2108.48228850082,2073.79291090774,2040.44336068378,2008.36678631822,1977.49919754614
89,1596.96360171359,1895.17264851413,2628.3288126876,2764.58958063806,2890.07871196944,3004.69526375103,3108.26298634432,3200.57111518221,3281.46205627299,3350.96136451288,3409.39871254705,3457.45823105881,3496.12844472185,3526.5778588084,3550.01537527106,3567.58110206322,3580.28510043973,3588.98599943503,3594.39510743187,3597.09295018211,3597.54978018094,3596.14557409206,3593.18760378998,3588.9250639698,3583.56089371077,3577.26117762013,3570.16256233971,3562.37809090371,3515.9763235092,3461.69333631749,3403.00695499259,3341.67267812209,3278.68060988601,3214.66361989184,3150.08721138433,3085.33985793206,3020.77412547451,2956.72167263959,2893.4929720344,2831.37102704065,2770.60300047105,2711.39377823482,2653.90295378128,2598.24435852106,2544.49016536688,2492.67540644241,2442.80432342707,2394.85618348321,2348.79177498123,2304.5580066584,2262.09238621921,2221.32621101872,2182.18767164586,2144.60359978694,2108.50106376906,2073.80845519698,2040.45624247671,2008.37746916326,1977.50806021521
90,1597.69224672009,1895.47359384473,2628.41015136027,2764.72052494378,2890.2748576992,3004.97226533579,3108.63576801072,3201.05285665876,3282.06280328746,3351.68644174011,3410.24756349032,3458.42436493425,3497.20064882985,3527.74214455224,3551.2569061977,3568.88561003522,3581.63968710603,3590.37944808497,3595.81788927128,3598.53707561904,3599.00859182084,3597.61353412984,3594.66010018296,3590.398243972,3585.03152547586,3578.72653719013,3571.6203423955,3563.8263266156,3517.35580252154,3462.98263669569,3404.19507372789,3342.75420955531,3279.65375658131,3215.5293075486,3150.84863763305,3086.00216583584,3021.34407327982,2957.20722830602,2893.90286587044,2831.71428728424,2770.88852627136,2711.62999474368,2654.09757073433,2598.40423263656,2544.62125509778,2492.78279291307,2442.89227533863,2394.92824741819,2348.850871159,2304.6065251405,2262.1322751122,2221.35905344783,2182.21475294899,2144.62596297946,2108.51955559987,2073.82376380003,2040.46892792632,2008.38798814864,1977.5167859046
91,1598.4151198805,1895.77354832355,2628.49020895228,2764.8494298002,2890.46800608465,3005.24512986077,3109.0031217325,3201.52777258181,3282.65528097845,3352.40183326032,3411.08541310823,3459.37833799543,3498.25971534469,3528.89249861524,3552.48387664883,3570.17506995526,3582.9788549468,3591.75720231516,3597.22477830842,3599.9651725982,3600.45129054543,3599.06533884587,3596.11643362912,3591.85528238003,3586.48606131759,3580.17586706106,3573.06217630102,3565.25871502985,3518.7200906458,3464.25757583079,3405.36975976374,3343.82329733305,3280.61548531216,3216.38462130066,3151.60073554089,3086.65617745772,3021.90672011692,2957.68643097202,2894.30728973862,2832.05288410671,2771.17011127448,2711.86290634552,2654.28943337271,2598.56182254659,2544.75045733608,2492.88862351277,2442.97894656239,2394.99925775684,2348.90910043154,2304.65432982126,2262.17157559659,2221.39141012967,2182.24143258427,2144.64799342959,2108.53777126908,2073.83884276811,2040.48142207468,2008.3983474831,1977.52537813336
92,1599.13231886053,1896.07251941881,2628.56901940841,2764.97634845563,2890.65823417317,3005.51396191748,3109.36518237906,3201.99602956129,3283.23968761384,3353.10776725006,3411.91251631533,3460.32042789727,3499.30594056104,3530.0292320757,3553.69660912753,3571.44981311304,3584.3029418473,3593.11960484057,3598.61612066248,3601.37758948726,3601.87822602763,3600.50133844283,3597.55695421907,3593.29652863604,3587.92484957843,3581.60951409238,3574.48840927154,3566.67559897277,3520.06951743772,3465.51846660072,3406.531307411,3344.88021595476,3281.56605001413,3217.22979394788,3152.34371669871,3087.30208125287,3022.46223620999,2958.15942982092,2894.70637358083,2832.38692951414,2771.44785109266,2712.09259395234,2654.4786096597,2598.71718498935,2544.87781922209,2492.99293727071,2443.06436933546,2395.06924108909,2348.96648472102,2304.70143877682,2262.21030258799,2221.42329338594,2182.2677207454,2144.66969958459,2108.55571778943,2073.85369793393,2040.49372978218,2008.40855122425,1977.53384029489
93,1599.84393878041,1896.3705145001,2628.64661542341,2765.10133221926,2890.84561623986,3005.77886238127,3109.72208008911,3202.45778843804,3283.81621468142,3353.80446417475,3412.72911950242,3461.25090309378,3500.33961098875,3531.15264561688,3554.89541567851,3572.7101600416,3585.61227474923,3594.46698729684,3599.99225127927,3602.77466342005,3603.28973667349,3601.92187184654,3598.98200077463,3594.72232093802,3589.34822739488,3583.0278139885,3575.89937526342,3568.07731052495,3521.40440183393,3466.76561177748,3407.68000144486,3345.92523105452,3282.50569635074,3218.06505075125,3153.07778558766,3087.94006116987,3023.01078471081,2958.62636898968,2895.10024290869,2832.71653166391,2771.72183802873,2712.31913565647,2654.66516517585,2598.87037470336,2545.00338622865,2493.09577183013,2443.14857474621,2395.1382230567,2349.02304516576,2304.74786943628,2262.2484704677,2221.45471509682,2182.29362726073,2144.69108958915,2108.5734019226,2073.86833492165,2040.50585573565,2008.41860328522,1977.54217566212
94,1600.55004302757,1896.66754084074,2628.72302850153,2765.22443055128,2891.03023964822,3006.03992858079,3110.07394048482,3202.91320454146,3284.38504718942,3354.49213712746,3413.53546090798,3462.17002323661,3501.36100379958,3532.26303043861,3556.08059813047,3573.95642102191,3586.90717011767,3595.79967071273,3601.35349440715,3604.1567207746,3604.68615010145,3603.32726718483,3600.39190132788,3596.13298671735,3590.75652117332,3584.43109177071,3577.29539760358,3569.46417104773,3522.72505260372,3467.99930445753,3408.81611751134,3346.95859969332,3283.43466203927,3218.89060964593,3153.80314039152,3088.57029526495,3023.55252392538,2959.08738779129,2895.48901899964,2833.04179503646,2771.99216122431,2712.54260685773,2654.84916322694,2599.02144451888,2545.12720223571,2493.19716351112,2443.23159278812,2395.20622839568,2349.07880215614,2304.79363861126,2262.28609310717,2221.48568672112,2182.31916161011,2144.71217129915,2108.59083019061,2073.88275915625,2040.51780445629,2008.42850744101,1977.5503873928
95,1601.25078017247,1896.96360561974,2628.79828901133,2765.34569114829,2891.21214237951,3006.2972544586,3110.42088487307,3203.36242793383,3284.94636395029,3355.17099214911,3414.33177097001,3463.07803955238,3502.37038723749,3533.36066831487,3557.25244887065,3575.18889632036,3588.1879343837,3597.11796595744,3602.70016404772,3605.52407762619,3606.06778359637,3604.71784224211,3601.78697357477,3597.52884309095,3592.15004703919,3585.81966222392,3578.6767894397,3570.83649179959,3524.0317687771,3469.21982846982,3409.93992251254,3347.98057074708,3284.35317720757,3219.70668155357,3154.51997243171,3089.19295559383,3024.08760695759,2959.54262092458,2895.87281908253,2833.36282059714,2772.25890679993,2712.76308038331,2655.0306649459,2599.17044544334,2545.24930960274,2493.29714737095,2443.31345240853,2395.27328097752,2349.13377536874,2304.8387625243,2262.3231838914,2221.51621931562,2182.34433294069,2144.73295229481,2108.60800888676,2073.89697587252,2040.52958030687,2008.43826733458,1977.55847853442
96,1601.9462092198,1897.25871592391,2628.87242623781,2765.46516002355,2891.39140652678,3006.55093072191,3110.76303043706,3203.80560364061,3285.5003378499,3355.84122853202,3415.11827265894,3463.97519520022,3503.36802099572,3534.445832089,3558.41125098425,3576.40787693766,3589.45486436364,3598.42217416472,3604.03256438328,3606.87704017664,3607.43494453997,3606.09390488998,3603.16752530547,3598.91019729116,3593.52911126668,3587.19383032558,3580.04385416396,3572.19457434018,3525.32484005038,3470.42745876232,3411.05167497197,3348.99138524844,3285.26146469535,3220.51347067819,3155.2284685974,3089.80820874164,3024.61618193206,2959.99219867333,2896.25175651312,2833.67970594961,2772.52215798761,2712.98062660121,2655.20972938892,2599.3174267424,2545.36974923657,2493.39575726035,2443.39418155577,2395.33940384804,2349.18798379854,2304.88325683518,2262.35975574071,2221.54632355317,2182.36915008189,2144.75343989304,2108.62494408577,2073.91099012362,2040.54118749888,2008.4478864827,1977.56645202906
97,1602.63641596382,1897.55287874996,2628.94546843232,2765.58288158312,2891.56809648455,3006.80104498632,3111.1004904163,3204.24287186923,3286.04713610173,3356.50303910716,3415.89518179324,3464.86172561041,3504.35415657378,3535.51878604545,3559.5572787152,3577.61364473975,3590.70824765676,3599.71258713506,3605.35099018197,3608.21590516153,3608.78793081907,3607.45575349565,3604.53385481236,3600.27734707231,3594.89401068309,3588.55389164671,3581.39688581083,3573.53871092691,3526.60454717112,3471.62246176878,3412.15162538084,3349.99127671093,3286.15974035659,3221.3111747823,3155.9288045884,3090.41621806109,3025.13839220541,2960.43624709453,2896.62594094031,2833.99254548088,2772.78199525614,2713.19531352765,2655.38641362678,2599.46243601693,2545.48856065566,2493.49302587713,2443.47380722357,2395.40461926413,2349.24144578912,2304.92713666621,2262.39582113165,2221.57600973971,2182.39362155963,2144.77364115924,2108.64164165359,2073.92480678901,2040.55263009914,2008.4573682814,1977.57431071791
98,1603.32148406321,1897.84610100618,2629.0174428586,2765.69889869743,2891.74227444705,3007.04768191086,3111.43337427784,3204.6743682155,3286.58692048836,3357.15661051649,3416.66270733859,3465.73785880589,3505.32903761645,3536.57978626099,3560.69079782921,3578.8064729068,3591.94836309905,3600.98948771727,3606.65572718239,3609.54096023661,3610.12703121289,3608.80367730961,3605.88625127719,3601.63058109713,3596.24503305381,3589.90013273539,3582.73616943842,3574.8691848942,3527.8711623032,3472.80509575666,3413.24001652757,3350.98047230097,3287.0482133476,3222.09998547333,3156.62115702455,3091.01713483539,3025.65437656643,2960.87488819694,2896.99546772561,2834.30141906972,2773.03849642998,2713.40720692857,2655.56077283065,2599.60551927541,2545.60578205073,2493.58898481661,2443.55235549288,2395.46894872869,2349.29417906165,2304.97041662581,2262.43139211648,2221.60528783066,2182.41775560965,2144.79356291836,2108.65810725654,2073.93843058217,2040.56391203618,2008.46671601126,1977.58205734563
99,1604.00149511264,1898.1383895145,2629.08837583712,2765.81325276941,2891.91400050436,3007.29092332603,3111.76178787811,3205.10022385979,3287.11984758983,3357.80212347139,3417.42105169161,3466.60381570664,3506.29290023534,3537.62908094501,3561.81206595856,3579.98662628985,3593.17548079424,3602.25315017078,3607.94705245871,3610.8524843447,3611.45252576089,3610.1379568336,3607.22499513878,3602.97017930358,3597.58245744797,3591.23283148071,3584.06198149065,3576.18627101353,3529.12494937345,3473.97561115761,3414.31708380962,3351.95918969015,3287.92708640013,3222.88008842197,3157.30569393447,3091.61111334945,3026.16427140839,2961.30823006379,2897.36046092013,2834.60643780267,2773.29172468409,2713.61637041603,2655.73286035422,2599.74672100264,2545.72145034242,2493.68366461974,2443.62985157196,2395.53241302328,2349.34620074188,2305.01311083114,2262.46648034176,2221.63416744612,2182.44156019032,2144.81321176542,2108.67434637004,2073.95186605782,2040.5750371062,2008.47593284245,1977.58969456452
100,1604.67654204213,1898.42975101216,2629.15829278668,2765.92598379846,2892.08333273377,3007.53084835558,3112.08583361633,3205.52056575273,3287.6460690005,3358.43975299721,3418.17041094916,3467.45981041959,3507.24597331432,3538.66691074761,3562.92133292944,3581.15436174191,3594.38986298263,3603.50384050986,3609.22523476749,3612.15074806419,3612.76468611225,3611.45886417032,3608.55035844244,3604.29641325341,3598.90655458588,3592.55225745868,3585.37459014133,3577.4902358354,3530.36616440109,3475.13425088117,3415.38305553022,3352.92764247766,3288.7965560809,3223.65166369603,3157.98257855977,3092.19830012485,3026.66820224812,2961.73640935349,2897.7210093509,2834.90767591498,2773.54177698519,2713.8228655393,2655.90272781068,2599.886084225,2545.83560123556,2493.77709481817,2443.70631983368,2395.59503223947,2349.39752738611,2305.05523292937,2262.501097066,2221.66265788551,2182.46504299457,2144.8325940755,2108.69036428687,2073.96511761877,2040.58600897884,2008.48502183942,1977.59722493847
