p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
61,2896.6757470213,3492.94330551185,3841.2700491242,4084.10646681835,4153.84814219459,4219.4714134907,4280.20968570204,4335.57221268874,4385.32128802788,4429.32551117181,4467.39011065962,4499.12927372047,4523.9427217529,4541.13184747491,4549.94410269346,4544.08448152646,4500.55020656178,4450.51900798454,4398.67772308039,4346.27891178446,4294.2948516598,4243.45480902885,4194.24602456383,4146.94991897271,4101.69617919261,4058.51322826517,4017.36870594683,3978.19646900354,3940.9143823239,3905.43429816269,3871.66840799069,3839.53045738416,3808.9381590602,3779.81208344892,3752.0750991915,3725.65205411671,3700.46924949527,3676.45399199373,3653.53460770683,3552.96913748568,3470.15271399691,3399.02357360005,3335.56303824052,3277.3272853231,3222.90804937155,3171.52340297655,3122.74268876112,3076.3129013069,3032.05893252577,2989.83527697156,2949.5086048173,2910.95607185107,2874.06683632997,2838.74137812221,2804.88554385792,2772.40134875239,2741.17655427943,2711.07649615077,2681.93922758906,2653.57392645742,2625.76037085641,2598.2475780151,2570.74997274957,2542.939336208,2514.43200624215,2484.77147812135,2453.40944770199
62,2896.91997987199,3493.71165498589,3842.76768023675,4086.39864981395,4156.22418168446,4221.93960929461,4282.77751244025,4338.24213540168,4388.08890840318,4432.17899042509,4470.3093460172,4502.08531439413,4526.8969872625,4544.03685765507,4552.7430776557,4546.70440130481,4503.04892845359,4452.89361472293,4400.94872567991,4348.47197532075,4296.43466992236,4245.56190669443,4196.3359375548,4149.03382211688,4103.78205681523,4060.60701136527,4019.47515462934,3980.31975630437,3943.05835989637,3907.6029477376,3873.8654280248,3841.75949873193,3811.20266087627,3782.11515206492,3754.41939263668,3728.03968690471,3702.90172904446,3678.93218914771,3656.0587630555,3555.70842184994,3473.05639914374,3402.03640032543,3338.64224369798,3280.44319928464,3226.04004564275,3174.65607244168,3125.86337968805,3079.41053697825,3035.12367784052,2992.85862375442,2952.48356248551,2913.87730778966,2876.93068377514,2841.54569651997,2807.62942422722,2775.08471416127,2743.79970884642,2713.63969703703,2684.44232519816,2656.01609167946,2628.13988670838,2600.5616630539,2572.99460737834,2545.10906700356,2516.51973796618,2486.76832675452,2455.30487443304
63,2897.15905301143,3494.46405041949,3844.2380773185,4088.65359040733,4158.56186104523,4224.36812651694,4285.30420947294,4340.86945600761,4390.81253525565,4434.9871982216,4473.18238904979,4504.99449493139,4529.80409921874,4546.89484493134,4555.4956199674,4549.2793294539,4505.50438757167,4455.22723845291,4403.18086700553,4350.62806741706,4298.5390468876,4247.63473436393,4198.39245587542,4151.08499368951,4105.83572939455,4062.66903531863,4021.55024462636,3982.41205793578,3945.17177588325,3909.74128854547,3876.03242507429,3843.95875550926,3813.43755279672,3784.38870838417,3756.7341835449,3730.3977321173,3705.30443873342,3681.38033908959,3658.55250531493,3558.41454810263,3475.92379870021,3405.01035377266,3341.68069265714,3283.51704801892,3229.12908862432,3177.74521668202,3128.94023157997,3082.46424669902,3038.14461343628,2995.83845595467,2955.41544329501,2916.75604706699,2879.75270109824,2844.30891937296,2810.33298839669,2777.72856769162,2746.3841655364,2716.16501542312,2686.90835433505,2658.42200401953,2630.48397420087,2602.84116517606,2575.20553974318,2547.24603183004,2518.57572172302,2488.73456346225,2457.17099558878
64,2897.39316076477,3495.20105810259,3845.68213574919,4090.87245689517,4160.86238229558,4226.75820780963,4287.79106396791,4343.45554502456,4393.49359320574,4437.75160228949,4476.01074794491,4507.85827779024,4532.66553239629,4549.70728572167,4558.20319670289,4551.81065203616,4507.91799555233,4457.52117203696,4405.3754052786,4352.74838475227,4300.60912677235,4249.67439480645,4200.41665118587,4153.10448231043,4107.85822797254,4064.70031679982,4023.59497979912,3984.47436538038,3947.25553592914,3911.85034452736,3878.1703514011,3846.12916601896,3815.64375918949,3786.63366337893,3759.02037063956,3732.72707800654,3707.67825871036,3683.79931674393,3661.01670733652,3561.0884260689,3478.75590731308,3407.94651621348,3344.67953837149,3286.5500379763,3232.17642331254,3180.79210751065,3131.97453465763,3085.47533041966,3041.12304164662,2998.77607185672,2958.30555469395,2919.59356463515,2882.53414551106,2847.03228401725,2812.99745255961,2780.33410244783,2748.93109462835,2718.65359777998,2689.33843778149,2660.79276252623,2632.79370867581,2605.08713477984,2577.38379610101,2549.35123033786,2520.60092911109,2490.67112910493,2459.00871730649
65,2897.62248730599,3495.92321606731,3847.10070843719,4093.05636355021,4163.12689188029,4229.11103837397,4290.23930360499,4346.0015940076,4396.13329167516,4440.47354801014,4478.79566300611,4510.67805802023,4535.48269347646,4552.47551586636,4560.86720688863,4554.29983984582,4510.29107553551,4459.77667733038,4407.53353953602,4354.83406297247,4302.64599999492,4251.68193906338,4202.40954499867,4155.09328761589,4109.8505354671,4066.70182502913,4025.61031711616,3986.50762375786,3949.3105630059,3913.93091528108,3880.28011448814,3848.27162439407,3817.82216090516,3788.85088519258,3761.2788105211,3735.0285714025,3710.02402836812,3686.18995679328,3663.45220231323,3563.73092627196,3481.55367747994,3410.84592383571,3347.63988455617,3289.54332312442,3235.18324008739,3183.79796137963,3134.9675219663,3088.44503011845,3044.06020653332,3001.67271150327,2961.15511832958,2922.39107800846,2885.27621799078,2849.71697283967,2815.62397792797,2782.90245816977,2751.44161962063,2721.10653864822,2691.7336474327,2663.1294164152,2635.07011648242,2607.30057546576,2579.53035466722,2551.42561754167,2522.59628744733,2492.57892156975,2460.81890422943
66,2897.84720733235,3496.63103589698,3848.49460844135,4095.20637390218,4165.35648404525,4231.42774945028,4292.65010018613,4348.50885450408,4398.7329312578,4443.15431965638,4481.53851209918,4513.45516715817,4538.25692517768,4555.20102217009,4563.48898564224,4556.74815011104,4512.62488978026,4461.994957894,4409.65641326589,4356.88618916026,4304.65070648203,4253.65836962278,4204.3721117501,4157.05236325364,4111.81358961302,4068.67448466881,4027.59716951383,3988.51273463997,3951.33783013682,3915.98393980092,3882.36257978374,3850.38698330972,3819.97359795384,3791.04120177753,3763.51032026417,3737.30302026739,3712.34254885338,3688.55305636651,3665.85978620289,3566.34288224614,3484.31801759239,3413.70956937173,3350.56278812582,3292.49800798875,3238.15067789801,3186.76394143037,3137.92037218867,3091.37453344893,3046.95729734273,3004.52956015716,2963.96531061409,2925.1497507318,2887.9800661478,2852.3641150645,2818.21367406487,2785.43472368532,2753.91679470018,2723.52488374733,2694.09500734483,2665.43296804541,2637.3141781312,2609.48244545482,2581.64615171377,2553.47007936409,2524.56268249243,2494.45879899746,2462.60238199284
67,2898.06748668447,3497.32500439433,3849.86462087387,4097.32350377313,4167.5522039603,4233.70942154605,4295.02457298087,4350.97848474086,4401.29370667261,4445.79514404192,4484.24054826132,4516.19087730965,4540.98951007728,4557.88501774209,4566.06980800151,4559.15683105566,4514.92064332394,4464.17716251246,4411.74511776818,4358.90581508325,4306.62423872548,4255.60464335425,4206.30528164053,4158.98261965227,4113.74828567978,4070.61917850181,4029.55640854326,3990.49055866801,3953.33805234391,3918.01025579567,3884.41850151192,3852.47605935969,3822.09887197989,3793.20540333425,3765.7156798187,3739.55119605606,3714.63458538599,3690.88937709957,3668.24021996796,3568.92509267073,3487.04981163955,3416.53840453998,3353.44926184623,3295.41515047345,3241.07982721755,3189.69117698332,3140.83421381712,3094.26497593647,3049.81545170843,3007.34775150839,2966.7372566347,2927.87069553155,2890.64678739135,2854.97479061726,2820.76760189079,2787.93193951797,2756.35766488019,2725.90963285495,2696.42349655773,2667.70437568874,2639.52683098764,2611.63366084268,2583.73208126151,2555.48553466876,2526.50096062042,2496.31157919352,2464.35993953432
68,2898.28348291768,3498.00558512202,3851.21146747519,4099.40872408917,4169.7150506117,4235.95708742613,4297.36382549753,4353.41163461596,4403.81675994209,4448.397193902,4486.90296930896,4518.88640445099,4543.6816741519,4560.52872949407,4568.61089247104,4561.52707480983,4517.1793864716,4466.32438845157,4413.80069526571,4360.89392289247,4308.56754461193,4257.52167422599,4208.20994326358,4160.88492658689,4115.65547898846,4072.53674991201,4031.48886682218,3992.44191797326,3955.31210245682,3920.01066357471,3886.44881122801,3854.53962313481,3824.19874855278,3795.34424456914,3767.8955729153,3741.77383590055,3716.90086940517,3693.1996473244,3670.59423154987,3571.47832335892,3489.74989507672,3419.33334231256,3356.30027683055,3298.29576448264,3243.97173278706,3192.58070263352,3143.71012714941,3097.11744561146,3052.63575872044,3010.12837064876,2969.47203317276,2930.5549774029,2893.27743185478,2857.55003283738,2823.28677648695,2790.3951019291,2758.76517066122,2728.26174248197,2698.72005176731,2669.94455650043,2641.70897177513,2613.75509798734,2585.78899866785,2557.472794029,2528.41193163991,2498.13804722629,2466.09233213807
69,2898.49534582849,3498.67321982649,3852.53586482136,4101.46296348799,4171.84597948455,4238.17173488601,4299.6688141924,4355.80926663723,4406.30318344918,4450.9615910289,4489.52692103883,4521.54291173254,4546.33459006107,4563.13333087858,4571.1134043109,4563.86002158651,4519.40241943587,4468.43768447797,4415.8241417872,4362.85145976119,4310.48153004486,4259.41033582275,4210.08694604324,4162.76011555494,4117.53598724508,4074.42800518513,4033.39534029973,3994.3676630911,3957.26075606664,3921.98591818882,3888.45419177686,3856.57842106095,3826.27395929038,3797.45844678683,3770.05083394682,3743.97164463408,3719.14210055753,3695.48456402171,3672.92251819448,3574.00330909728,3492.41907429982,3422.09525903952,3359.11673036354,3301.14082235809,3246.82739616695,3195.4335561043,3146.54914732606,3099.93298443064,3055.41926121591,3012.87245683435,2972.17067137864,2933.20361563482,2895.8730050849,2860.09083113739,2825.77216977509,2792.82516441938,2761.140264722,2730.58212832092,2700.98556949,2672.15438698722,2643.86145890394,2615.84759577267,2587.81772263843,2559.43265471711,2530.29637045466,2499.93895293022,2467.80027927488
70,2898.70321794093,3499.32832975578,3853.83848907783,4103.48711797235,4173.94590505305,4240.35430932616,4301.94055155547,4358.17245948329,4408.7540227754,4453.48940918324,4492.11350019993,4524.16151250149,4548.94938019578,4565.69994494908,4573.57841592582,4566.15676213116,4521.59069617568,4470.51805414852,4417.81640955891,4364.77933145284,4312.36706137721,4261.27146368156,4211.93710249535,4164.60898198309,4119.39059270599,4076.29371564359,4035.27659038807,3996.26841844877,3959.18475498211,3923.93677065934,3890.43536404027,3858.59316324794,3828.32520382938,3799.54869983104,3772.18208331379,3746.14529666801,3721.35894854092,3697.74479463279,3675.22574761958,3576.50075535851,3495.05812397457,3424.82499640085,3361.89958496791,3303.95125719458,3249.64777811155,3198.25071746413,3149.35226682913,3102.71259121903,3058.16695921209,3015.58100605162,2974.83415945624,2935.81758768196,2898.43447059598,2862.59810048069,2828.22471289631,2795.22304763307,2763.48384255067,2732.87166760206,2703.22090880505,2674.33470869792,2645.98511489579,2617.91195773451,2589.81903738267,2561.36588064237,2532.15501919911,2501.71501446643,2469.48447385207
71,2898.90723495589,3499.97131688068,3855.11998702142,4105.48202442764,4176.01571131684,4242.50572513709,4304.17997552247,4360.50217236449,4411.17029683871,4455.9816768001,4494.66375725647,4526.74335102203,4551.52711951227,4568.2296472044,4576.00707955153,4568.41834064425,4523.74522439567,4472.56645627657,4419.77841075864,4366.67840468753,4314.22496767067,4263.10585746197,4213.76119032832,4166.43228727669,4121.21995285966,4078.13461962856,4037.13334589908,3998.14496620682,3961.08480914402,3925.86391134525,3892.39301783183,3860.58452918356,3830.35315165486,3801.61566388756,3774.28997312534,3748.29543773515,3723.55205481657,3699.98097874109,3677.50456005925,3578.97133989469,3497.66778874994,3427.52336325558,3364.64966598542,3306.72796474537,3252.43380078202,3201.03312715668,3152.12043780849,3105.45722407311,3060.87981153021,3018.25497340957,2977.46344492727,2938.39783031047,2900.96275199182,2865.07281515946,2830.64529849461,2797.58961315892,2765.79676236424,2735.13120118666,2705.42689303098,2676.48632730543,2648.08072717953,2619.9489540266,2591.79369450048,2563.27320391,2533.98858906361,2503.46692001097,2471.14557781193
72,2899.10752616687,3500.60256502734,3856.38098327281,4107.44850551833,4178.05622128974,4244.6268322005,4306.38799483918,4362.79933551929,4413.55293055858,4458.43937950699,4497.17869895833,4529.28929499588,4554.06883816872,4570.72346823514,4578.4003763297,4570.6457573832,4525.86696927132,4474.58381071647,4421.71103820285,4368.54950934276,4316.05604279644,4264.91428296349,4215.55995439661,4168.23076072597,4123.02496690783,4079.95142434585,4038.96637034295,3999.99799542738,3962.96159843102,3927.76801057008,3894.3278042193,3862.55316945884,3832.35844639848,3803.65988471724,3776.37512797908,3750.42268650962,3725.72203420027,3702.19372963336,3679.75956975744,3581.4157142216,3500.24878485865,3430.19113439295,3367.36779912048,3309.47180577691,3255.18634995346,3203.78168813132,3154.85457425775,3108.16780250691,3063.55873831178,3020.89527536335,2980.05943689488,2940.94523071259,2903.45873550278,2867.51581456396,2833.03478334992,2799.92570793817,2768.07984747428,2737.36153557938,2707.60431183742,2678.61001558677,2650.14905218192,2621.95932345234,2593.74241477488,2565.15532657065,2535.79776199455,2505.19532938627,2472.78422581256
73,2899.30421484514,3501.22244092878,3857.62205972624,4109.38734329771,4180.06824767192,4246.71847118749,4308.56545175483,4365.0648517087,4415.90286151101,4460.86346246932,4499.65929073641,4531.80040074947,4556.57552398115,4573.18239618847,4580.7592870055,4572.83997108551,4527.95685579823,4476.57099876924,4423.61508737857,4370.39344050136,4317.86104738998,4266.69747400349,4217.33410851925,4170.00510128065,4124.80617763869,4081.74480758353,4040.77620373431,4001.82816642841,3964.81577428834,3929.6497105889,3896.24037465189,3864.4997073741,3834.34169620236,3805.68214063355,3778.43814649535,3752.52763611465,3727.86947634291,3704.38363576382,3681.99136632717,3583.83450500274,3502.80180157407,3432.82906398451,3370.05477839504,3312.18360759148,3257.90627632047,3206.49726783173,3157.5555540467,3110.84520956402,3066.20462307332,3023.50279179073,2982.62300810664,2943.46067455838,2905.92327172264,2869.92793543764,2835.39398794027,2802.23213814386,2770.33388803658,2739.56344478556,2709.75392305888,2680.70651518065,2652.1908151809,2623.9437742362,2595.66589029406,2567.01292225136,2537.58319228249,2506.90087559775,2474.40102667194
74,2899.49741859704,3501.83129520255,3858.84378993535,4111.29928806219,4182.05256249394,4248.7814402483,4310.71318280575,4367.29955551879,4418.22098416217,4463.25483257713,4502.10645893408,4534.2776085851,4559.04812471336,4575.60737906619,4583.08475236023,4575.00190122712,4530.015770982,4478.52886468978,4425.49138008073,4372.21090978273,4319.64071067259,4268.45613416708,4219.08433717431,4171.75597920376,4126.56435168345,4083.51541931303,4042.56355108586,4003.63611234894,3966.64796130181,3931.50962712065,3898.13132651733,3866.42474043527,3836.30349350784,3807.68292636316,3780.47960274618,3754.61085552654,3729.99494710994,3706.55126209323,3684.2005161317,3586.22831534154,3505.32750256508,3435.43786931105,3372.71136777239,3314.86416586507,3260.59439831454,3209.18070025903,3160.22422083651,3113.49029391353,3068.81831464,3026.07836792963,2985.15499688049,2945.944979209,2908.35717758937,2872.30998138614,2837.72370248068,2804.50967794897,2772.55964281913,2741.73767204491,2711.87645439112,2682.77653822077,2654.20671261573,2625.90298736662,2597.56478390968,2568.84663767707,2539.34550804382,2508.58416626984,2475.99656473293
75,2899.68724969522,3502.42946326004,3860.04671864925,4113.18506004756,4184.00990686398,4250.81650556738,4312.83201701472,4369.50427901273,4420.50812357158,4465.61437253227,4504.52109289183,4536.72182123056,4561.48755021376,4577.99932686923,4585.377720775,4577.13243012959,4532.04456588099,4480.45821867394,4427.34068522364,4374.0027488036,4321.39573215022,4270.1909384388,4220.81129707971,4173.48403761447,4128.30006821286,4085.26394901793,4044.3290278736,4005.42244061125,3968.4587586366,3933.34835077822,3900.00124166681,3868.32884174953,3838.24440302842,3809.66279910462,3782.50004758795,3756.67289088383,3732.09898986626,3708.6971513635,3686.38756351571,3588.5977259887,3507.8265105812,3438.0182440163,3375.33830267772,3317.5142462544,3263.25150304168,3211.83278676845,3162.86138577228,3116.10387079157,3071.40062914112,3028.62281618825,2987.65620890808,2948.39894104585,2910.76123814995,2874.6627246143,2840.0246924906,2806.75907150003,2774.75784085353,2743.88493145061,2713.97260497695,2684.82076888588,2656.19741358808,2627.83761651406,2599.43973449266,2570.65709456405,2541.08531260444,2510.24578498838,2477.57140114464
76,2899.87381538706,3503.01726615364,3861.23136848117,4115.04535101345,4185.94099259772,4252.82440304865,4314.92264689401,4371.67981133665,4422.76510515952,4467.94289488852,4506.90405938612,4539.13390581625,4563.89467441177,4580.35911360071,4587.63896871114,4579.23240492802,4534.04405751397,4482.3598784051,4429.16374076053,4375.76960920273,4323.12678319865,4271.90253472625,4222.51561866867,4175.18989392863,4130.01393450105,4086.9908656785,4046.07322788295,4007.18773428257,3970.24874138719,3935.16644840395,3901.85067850518,3870.21255183613,3840.16496675619,3811.62229554052,3784.5000099049,3758.71426670899,3734.18212667666,3710.82182527361,3688.55303196525,3590.94329647185,3510.29947477895,3440.57085646204,3377.93629142225,3320.13458590769,3265.87834806653,3214.45429931173,3165.46782929647,3118.68672513926,3073.95235081813,3031.13691783804,2990.12741893933,2950.82332581557,2913.13620821086,2876.9869075491,2842.297672667,2808.98105086695,2776.92918297874,2746.00590946353,2716.0430468899,2686.83986485022,2658.16356127055,2629.74829007642,2601.29135506877,2572.44488896716,2542.80318579285,2511.88629255606,2479.12607507884
77,2900.05721818091,3503.59501136625,3862.39824108052,4116.88082572487,4187.84646452198,4254.80583989053,4316.98583975854,4373.8269108854,4424.992711472,4470.2412151606,4509.2561548068,4541.51470852132,4566.27033718434,4582.68755696481,4589.86937457338,4581.3026394104,4536.01503064319,4484.23451196097,4430.96125531494,4377.51216477794,4324.83450854527,4273.59154528336,4224.19790746896,4176.87414120503,4131.70653387422,4088.69680832654,4047.79671183666,4008.93255335196,3972.01846183941,3936.96439262812,3903.68017322452,3872.07641761842,3842.06570516173,3813.56192498965,3786.47999777091,3760.73548704944,3736.24485942614,3712.92578558101,3690.69742519169,3593.26556592608,3512.74697317336,3443.09635096347,3380.50601653894,3322.72589487974,3268.47566287872,3217.04598078237,3168.04430256575,3121.23961202333,3076.47423519497,3033.62142493598,2992.5693723597,2953.21887019322,2915.48281388257,2879.28324436136,2844.54335137619,2811.17626933712,2779.07434359496,2748.10126632845,2718.08842652229,2688.83445864303,2660.10574852049,2631.63561239986,2603.12023519014,2574.21059548979,2544.49968514999,2513.50622816706,2480.66110485654
78,2900.23755611299,3504.16299354801,3863.54781822869,4118.69212333836,4189.72705830362,4256.7614960603,4319.02230008415,4375.94630688057,4427.19169497569,4472.51010625467,4511.57818083812,4543.86500544487,4568.61534610283,4584.98550838214,4592.06973931695,4583.34391573866,4537.95823944227,4486.08287571616,4432.73390970748,4379.23106283754,4326.51952822426,4275.25856804184,4225.85874539267,4178.5373494049,4133.37849274587,4090.38232965468,4049.50002916502,4010.65743592276,3973.76845065061,3938.7428488425,3905.49024095824,3873.92093719164,3843.94711831664,3815.48218401862,3788.44049953553,3762.73703654448,3738.28767086794,3715.00951513125,3692.82122814528,3595.56505508293,3515.16957905196,3445.59534894936,3383.04813603644,3325.28885745992,3271.04415032815,3219.60854659232,3170.59152896346,3123.76325857661,3078.9670092397,3036.07706021898,2994.98278666748,2955.58628324696,2917.80175402647,2881.55242239076,2846.76240352837,2813.34540620187,2781.19397058767,2750.17163740078,2720.10936588534,2690.80515892188,2662.02462165095,2633.50016498951,2604.92694224205,2575.95476686553,2546.17534803912,2515.10611050675,2482.17698901368
79,2900.41492299595,3504.72149520449,3864.68056286461,4120.47985870045,4191.58336789901,4258.69202567468,4321.03270557278,4378.03870084852,4429.36277958103,4474.750311763,4513.87089705773,4546.18558002198,4570.93049132891,4587.25378525116,4594.24083332065,4585.35698634521,4539.87440905806,4487.90565955261,4434.48235838131,4380.92692560317,4328.18243640226,4276.90417933147,4227.49869194378,4180.18006945072,4135.03022303881,4092.04796115185,4051.18370416829,4012.36289932945,3975.49921795522,3940.5022490142,3907.28137686036,3875.74659827661,3845.80968697027,3817.38354672424,3790.38198639381,3764.71938142338,3740.31102560376,3717.07347882173,3694.92490796445,3597.84226554048,3517.56784580218,3448.06845002868,3385.56328457703,3327.82413341957,3273.58448806135,3222.14268624536,3173.11020546237,3126.25836516823,3081.43137320937,3038.5045214032,2997.36835324001,2957.92624781102,2920.09370161136,2883.79510348092,2848.95547897574,2815.48909877979,2783.2886891392,2752.21763462803,2722.10646382769,2692.75255166635,2663.92072828503,2635.34250766023,2606.71202236482,2577.67793472152,2547.83068843936,2516.68643878221,2483.67420729703
80,2900.58940865072,3505.27079042819,3865.79692004518,4122.24462356485,4193.41600225076,4260.59803150995,4323.01770849377,4380.10476800599,4431.5066620701,4476.96254742904,4516.13503460196,4548.47717433889,4573.21649444216,4589.49302458743,4596.38339792067,4587.34257425531,4541.76407624641,4489.70352702481,4436.20723074035,4382.60035148314,4329.8238066487,4278.52892863395,4229.11828702338,4181.80282177587,4136.66230120759,4093.69421392113,4052.8482412044,4014.04944118462,3977.2112544005,3942.24307661007,3909.054057119,3877.55386991922,3847.6538637168,3819.26646985026,3792.30490647805,3766.68297044036,3742.31537100205,3719.11812450446,3697.00891486474,3600.097681903,3519.94230783626,3450.51623311803,3388.05207254753,3330.33235918442,3276.09732882791,3224.64906450711,3175.60100390638,3128.72560686808,3083.86800194738,3040.90447999179,2999.72673684416,2960.23942177389,2922.35930498629,2886.0119252335,2851.12320374492,2817.60796101216,2785.35910081649,2754.23984671531,2724.08029717853,2694.67720129748,2665.79462034566,2637.16317960011,2608.47600157016,2579.38061118679,2549.46617948918,2518.24769368896,2485.15322159879
81,2900.76109912302,3505.81113321964,3866.89731784565,4123.98698773421,4195.22554772114,4262.48017318104,4324.97793694081,4382.14515854472,4433.62401343622,4479.1475025219,4518.37129756944,4550.74050302714,4575.47408844294,4591.70398158685,4598.49814284277,4589.30137636461,4543.62823248995,4491.47711746216,4437.90913240272,4384.25191626586,4331.44419007813,4280.13335025099,4230.71804469506,4183.40618354388,4138.27523024647,4095.32158009835,4054.49412567974,4015.71754036065,3978.90503211818,3943.96579682088,3910.80873990492,3879.3432034274,3849.48011271311,3821.13139273243,3794.2096972541,3768.62823575098,3744.30113805852,3721.14388383239,3699.07368297276,3602.33177210869,3522.29348146006,3452.93925724004,3390.51509524754,3332.81414893717,3278.58330328093,3227.12832258722,3178.06457221623,3131.16563461441,3086.27754610375,3043.27758340374,3002.05858011847,2962.52643968022,2924.59918907575,2888.20350959519,2853.2661811944,2819.70258459616,2787.40578540506,2756.2388417483,2726.03142182058,2696.57965172908,2667.64682968986,2638.96270038009,2610.21938671595,2581.06328971638,2551.08235084567,2519.79033831786,2486.61447683296
82,2900.9300768855,3506.34277636239,3867.98216820423,4125.70750013233,4197.01256919487,4264.33900809323,4326.91399601253,4384.16049891206,4435.71548014197,4481.30584112727,4520.58036433897,4552.97625460387,4577.70396705559,4593.88736254369,4600.58577668582,4591.23401070436,4545.46736502712,4493.22704386827,4439.58864637711,4385.88217423943,4333.04411726666,4281.71795647035,4232.29846623741,4184.99051431664,4139.86949002605,4096.9305334876,4056.1218249799,4017.36766097515,3980.58100563622,3945.67085746311,3912.54586626236,3881.11503324728,3851.28885278999,3822.9787384181,3796.09677763745,3770.55559455103,3746.2687422036,3723.15117305322,3701.11963110889,3604.54498846588,3524.62186568502,3455.33806254944,3392.95292164923,3335.27009565275,3281.0430197239,3229.58107941426,3180.50153552358,3133.57907636133,3088.6606332855,3045.62445610408,3004.36450193149,2964.78791200264,2926.81395650297,2890.37043447792,2855.38499310312,2821.77354004761,2789.42930191485,2758.21516731307,2727.96037415623,2698.46042735517,2669.47786907569,2640.7415708991,2611.94266642701,2582.7264459923,2552.67963907761,2521.31482040577,2488.05840175921
83,2901.09642102691,3506.86598015474,3869.05188130848,4127.40668981161,4198.77761111532,4266.17509913224,4328.82646892275,4386.15139287068,4437.78168479206,4483.43820336022,4522.76288880814,4555.18509272895,4579.90679892903,4596.04383578266,4602.64693201136,4593.14122833055,4547.28209666033,4494.95389940871,4441.246381637,4387.49165924307,4334.62409925406,4283.28324077694,4233.86009519372,4186.55634822553,4141.44554508967,4098.52153053404,4057.73178934405,4019.00023994346,3982.23961273565,3947.35868982593,3914.26586094597,3882.86977779293,3853.08049651631,3824.80891446399,3797.96655134173,3772.46538836082,3748.21858406028,3725.14039375493,3703.14716352214,3606.73776815597,3526.92794301835,3457.71317116905,3395.36610359024,3337.70077208508,3283.47708128696,3232.00793194407,3182.9124972382,3135.96653815846,3091.01786914027,3047.9457006619,3006.64509945479,2967.0244296952,2929.00417520928,2892.5132788071,2857.48020069389,2823.82137771122,2791.4301896035,2760.16935147752,2729.86767003079,2700.32003397865,2671.28823307115,2642.50027427299,2613.64631196382,2584.37053877087,2554.25848945104,2522.82156698183,2489.48540975708
84,2901.26020742912,3507.38093507317,3870.10681224961,4129.08506690036,4200.52119845915,4267.98898906043,4330.71591804207,4388.11842263327,4439.82316106325,4485.54520650616,4524.91950155809,4557.36765738807,4582.08322883103,4598.17404570753,4604.6822603536,4595.02361286077,4549.07302760384,4496.65825467311,4442.8827856601,4389.08088565514,4336.18462848585,4284.82967875401,4235.40327014199,4188.10413904388,4143.00384070011,4100.0950111559,4059.32445268689,4020.61570966953,3983.88127525589,3949.02970946782,3915.96913320731,3884.60784021802,3854.85544145874,3826.62230367126,3799.81940757214,3774.35812101114,3750.15105015642,3727.11193356614,3705.15667058092,3608.91053398874,3529.21218019599,3460.06508798949,3397.75517400825,3340.10673167456,3285.88602428,3234.40945742551,3185.29804005295,3138.32860516788,3093.34983837782,3050.24189876589,3008.9009491617,2969.2365620576,2931.1704328632,2894.63259431105,2859.55234559712,2825.84662870063,2793.40896886755,2762.10190385883,2731.75380902964,2702.15895968521,2673.07839890959,2644.23927667141,2615.33077804006,2585.99601067986,2555.81933155399,2524.310994919,2490.89589955493
85,2901.42150893292,3507.88788275033,3871.14734243779,4130.74312349455,4202.24383765338,4269.78120146491,4332.58288588037,4390.06214986437,4441.84060755807,4487.62744609431,4527.05081094996,4559.52456600605,4584.23387877204,4600.27861392829,4606.6923777532,4596.88173997023,4550.84074794356,4498.34065976596,4444.49842610612,4390.65034932232,4337.72617969961,4286.35778983303,4236.92849896237,4189.63423524539,4144.54480720369,4101.65139952773,4060.90023337777,4022.21448266434,3985.50639985251,3950.68431696559,3917.65607753496,3886.32960914741,3856.61407089978,3828.4193046557,3801.65572170789,3776.23410833214,3752.06651359427,3729.06616681504,3707.14852942277,3611.06366293322,3531.4750288926,3462.39430141776,3400.12064896471,3342.48850942561,3288.27041261579,3236.78621331601,3187.65872718461,3140.66584262204,3095.6571057328,3052.51361218416,3011.13260775518,2971.42485899223,2933.31325825762,2896.72891370465,2861.60195075847,2827.84980579177,2795.36614212265,2764.01331645645,2733.61927272503,2703.97767566625,2674.84882729536,2645.95902810552,2616.9965035924,2587.60328896943,2557.36258000464,2525.78350603159,2492.29025591247
