p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
63,386.12223493599,375.492672235657,371.817477183119,372.081130486678,372.258528328194,372.356832747563,372.422117669834,372.499135771496,372.62626101542,372.835190156742,373.152606887087,373.601030696567,374.197135971938,374.947463420717,375.83931605851,376.547770843887,375.703884876945,374.768386883197,373.903333104201,373.089928916314,372.30639782089,371.536064169073,370.768014437099,369.996018248081,369.217047194292,368.429975759134,367.6346786573,366.831432180449,366.020602679568,365.202476128622,364.377230855009,363.544967664139,362.705724307236,361.859551525947,361.006560347513,360.146964519473,359.281114609461,358.409502058518,357.532757199569,353.101203185793,348.674553727404,344.349486878945,340.182089018566,336.195894859955,332.397200208759,328.785936140942,325.361087236418,322.122331853546,319.069669375007,316.20247793592,313.518632938811,311.014061577665,308.68264043771,306.516497459173,304.50647631015,302.642795219435,300.91571180947,299.316114620432,297.83600895582,296.46874669005,295.209208162388,294.053851933779,293.00077246591,292.049749989723,291.202315595723,290.461793727625,289.833084963515
64,386.093665946307,375.435029035302,371.734809979211,371.993565246176,372.170944359606,372.26945663948,372.334986643369,372.412230921903,372.539624767164,372.748980033168,373.067114389653,373.516733800085,374.11466278177,374.86758741176,375.762845209648,376.474511642399,375.635013347667,374.702222071831,373.839171215736,373.027143297389,372.24444332311,371.474506839851,370.706526327399,369.934349866635,369.154995459757,368.367357701918,367.571314066374,366.767134161616,365.955174732349,365.135705620126,364.308924021098,363.474910990407,362.63372147465,361.785423178421,360.930150452987,360.06814535497,359.199790090873,358.325609107782,357.446265352169,353.002211460836,348.56532990264,344.232761865258,340.060219247395,336.07076946973,332.270342799523,328.658593414675,325.234275018998,321.99685766887,318.946150108166,316.081361534552,313.40022276863,310.898540889344,308.570093921222,306.406931215346,304.399836269288,302.538985715164,300.814613736173,299.217601919855,297.739962944288,296.375065561426,295.117813700803,293.964692972513,292.913826125786,291.965020508267,291.119829140391,290.381585786688,289.755170527607
65,386.065366377388,375.378206724119,371.653284043275,371.907111080327,372.08445835055,372.183166089632,372.248931614489,372.326399725491,372.454056475338,372.663826272737,372.982673929722,373.433470706521,374.033205317754,374.7886978787,375.687337566199,376.402193525054,375.567026766908,374.636900261083,373.77581363117,372.965127019209,372.183234907446,371.413676436554,370.64575064375,369.873382238373,369.093634221187,368.30542045327,367.508620836202,366.703498372051,365.890394757595,365.069589105783,364.24125862223,363.405493306993,362.562358664489,361.711940003799,360.854395484059,359.989995750627,359.11915470049,358.242429614905,357.360515667178,352.904149743354,348.457240775347,344.117346884,339.939794786698,335.947187816535,332.145096249156,328.532902396275,325.109133603757,321.873055902691,318.824291376132,315.96188380149,313.28342231657,310.784596160542,308.459086546453,306.298865582482,304.294657666513,302.436598651521,300.714895096676,299.120436457927,297.645228538284,296.282661748738,295.027663408826,293.876745835494,292.828059625342,291.881438592497,291.038457059207,290.302457113848,289.678297171013
66,386.037326758501,375.322177751377,371.572863631017,371.821734558152,371.999037381301,372.097928602427,372.16392038276,372.241605541491,372.369519429047,372.579697193251,372.89924909165,373.351210355542,373.952732918107,374.710776165028,375.612763709929,376.330783643767,375.499897669941,374.57239519028,373.713235265466,372.903857557097,372.122749395714,371.353550426303,370.585665324761,369.813093657373,369.032942067863,368.244142880354,367.446578122873,366.640504283727,365.826246528774,365.00409940873,364.174215259968,363.336695621948,362.491617274601,361.63908374611,360.779277457739,359.912497893801,359.039190666918,358.159945696964,357.275489994269,352.806996224829,348.350256590774,344.003208384224,339.820777199048,335.825107728207,332.02141570766,328.408816476636,324.985615405124,321.750878592472,318.704045344491,315.843997379269,313.168184951124,310.672181655528,308.349573582293,306.192256903719,304.190897945385,302.335592582897,300.616525056786,299.024578974295,297.551767524448,296.191498050378,294.938721063666,293.789975253958,292.743438611228,291.798967962436,290.958166902404,290.224376241705,289.602434511257
67,386.009538094826,375.266915886801,371.493508505116,371.737403743729,371.914650001954,372.013713132402,372.07992218497,372.157817794006,372.285983199308,372.496562528707,372.816809834879,373.269922999091,373.873216296196,374.633787879816,375.539095549116,376.260249596728,375.433599839693,374.508681794515,373.651412177508,372.843315768936,372.062964664198,371.294107298887,370.526249308565,369.753463400519,368.972898559104,368.1835048094,367.385166030889,366.578132305699,365.762719962124,364.939217642556,364.107773269733,363.26849979698,362.421479559379,361.566836985503,360.704779206753,359.835634768277,358.959880998577,358.07814024143,357.19117094326,352.710729928786,348.244354851678,343.890314135505,339.703129608606,335.704488784011,331.899258218002,328.286287660191,324.863674866202,321.63027986983,318.585366254966,315.727656970907,313.054466073811,310.561253634448,308.241512251795,306.087063427358,304.088516411398,302.235927890575,300.519456409259,298.929991928161,297.459543363268,296.101538894209,294.850952028836,293.704347502006,292.659930256044,291.717582460116,290.878927646843,290.147313129193,289.527553499798
68,385.981991836927,375.212396139146,371.415198204903,371.654088108336,371.831266146103,371.930489999144,371.996903528779,372.075002393975,372.20341869649,372.414393345986,372.735327442826,373.189580228808,373.794627459565,374.557705555814,375.466306240189,376.190574605896,375.368103187043,374.445736133514,373.590321501928,372.783476730163,372.003859580869,371.235326506034,370.467482473562,369.694471669278,368.913484166816,368.123486968935,367.324365556973,366.516363728629,365.699789362059,364.874925773933,364.041919286994,363.200888590342,362.351928578172,361.495183087794,360.63088226914,359.7593901063,358.881209436929,357.996996857474,357.107541833941,352.615330666486,348.139507866719,343.778633157844,339.586816606999,335.585292217666,331.77858260981,328.165279905744,324.743268369867,321.511215797683,318.468210303551,315.612819221009,312.942223000574,310.451770234559,308.13486161873,305.98324519994,303.987474124553,302.137566647395,300.423660051526,298.836639398446,297.368521090697,296.012750233738,294.764323162311,293.619830308536,292.577503145082,291.637248638462,290.800709602314,290.071238973351,289.453626327553
69,385.954679852608,375.158594680819,371.337895621765,371.57175844892,371.748857050789,371.848230808285,371.914844379395,371.993137135157,372.121798092736,372.333161967695,372.654774446152,373.110154871486,373.716939634776,374.482502924675,375.394370115012,376.121728748436,375.303393766733,374.383535325698,373.529941385985,372.724319502768,371.945413947236,371.177188405085,370.409345583455,369.636099535778,368.854680222283,368.06407093713,367.264158538112,366.455173014136,365.637437161878,364.81120073011,363.976634299153,363.133845454537,362.28294814749,361.424106157667,360.557575064266,359.683748344052,358.803160413182,357.916499833733,357.024586678881,352.520778995295,348.03569098109,343.668135657721,339.471800452948,335.467480827105,331.659349400478,328.045748915709,324.624354120685,321.393644293299,318.352535540967,315.499442605448,312.831414854505,310.343691379023,308.029582482755,305.880763963665,303.887733797793,302.040472545653,300.329096771551,298.744486991871,297.278667234172,295.925099504192,294.678802731118,293.536392774417,292.496127200101,291.557937244516,290.723484344531,289.996126226684,289.380626431725
70,385.927594400902,375.105488778163,371.261570994382,371.490379396673,371.667395182139,371.766908378167,371.833713783787,371.912198161608,372.041094749981,372.252841900456,372.575124551495,373.031620918336,373.640127197676,374.408154848289,375.323259481862,376.053687929561,375.239443731586,374.322057488131,373.470250941025,372.665824062321,371.887608444374,371.119674206756,370.351820236278,369.578328892693,368.79646886676,368.005239092926,367.204527602812,366.394558152843,365.575646566104,364.748037597871,363.911902178215,363.067354601562,362.214522796681,361.35359099537,360.48484055214,359.60869458046,358.725719008166,357.836634099208,356.942290106426,352.427056180037,347.932880399502,343.558792965077,339.358055900887,335.351018882821,331.541520703044,327.927655392656,324.506892043682,321.277525015836,318.238301748377,315.387487328804,312.722002461679,310.236978647197,307.925637280877,305.779581244096,303.789259705246,301.94460591027,300.235732708746,298.653501755708,297.189949717577,295.838555461175,294.594360326084,293.45400529507,292.415773602253,291.479620244538,290.647224640483,289.921948494894,289.308528288544
71,385.900728108035,375.053056726784,371.186195846717,371.409938799298,371.586846565915,371.686489140466,371.75348594226,371.832156020888,371.961279585553,372.17340776824,372.496352575269,372.953948259017,373.564165608575,374.334637254905,375.252957058759,375.986429083696,375.176231164933,374.261281672295,373.411230143015,372.607971245842,371.830424582798,371.062765926565,370.294888817006,369.521142406721,368.738830935646,367.946974570662,367.145456126568,366.334495352268,365.514401506602,364.685414911866,363.847707498437,363.001400930903,362.146637726762,361.283623056411,360.412664370355,359.534214538971,358.648870915076,357.757385186931,356.860637352392,352.334144156929,347.831053201654,343.450577477719,339.245547832298,335.23587208255,331.425060140366,327.810961622307,324.390843690489,321.16281926925,318.125470359675,315.276915228844,312.613948259488,310.131595209372,307.822990001464,305.679665521974,303.692017595187,301.849943051829,300.143535405371,298.563652098856,297.102337793156,295.753088173084,294.510966815469,293.372639488626,292.336414722928,291.402270762769,290.571904382389,289.848680474486,289.237307467357
72,385.874073945199,375.001277791516,371.111735398337,371.330403789333,371.507200911406,371.606962989423,371.674128495806,371.752986137485,371.882335235538,372.094835250374,372.418434381954,372.877123322,373.489031351896,374.261927079751,375.183437216546,375.919930116878,375.113735076694,374.201187831583,373.352854602575,372.550742703357,371.773844655831,371.006446339716,370.238534453509,369.46452347529,368.681754177977,367.889261217788,367.086920445031,366.274968948897,365.45368660142,364.623317593747,363.784029763121,362.935969990493,362.079278758335,361.214187072526,360.341032759224,359.460294531984,358.572602404915,357.678739200191,356.779614221689,352.242025499834,347.730187280744,343.343460573266,339.134246010057,335.122007421633,331.309932754932,327.695631388731,324.276172151731,321.04948991565,318.014004365173,315.167689687626,312.507216207753,310.027502032108,307.72160609141,305.580981268882,303.595974597048,301.756447200599,300.052473722166,298.474907716894,297.015801965318,295.668668926003,294.428594226225,293.292268124639,292.258024058611,291.325863018002,290.497498526132,289.776297893463,289.1669405332
73,385.847625207901,374.950132150713,371.038178359258,371.251749760682,371.428426586138,371.528298669019,371.595632777403,371.674657251624,371.804234724419,372.017101023731,372.341346826969,372.8011181165,373.414701880003,374.190002209698,375.114678359778,375.85416985318,375.051935352139,374.141756742462,373.295116381574,372.494120852762,371.717851696235,370.950698939069,370.182740975506,369.40845618626,368.625217744913,367.832083555604,367.028920570213,366.215963936997,365.393487117215,364.561731202813,363.720866176245,362.871047940393,362.012432355407,361.145272370338,360.269932527855,359.386921427848,358.496900294286,357.600682781429,356.699207054292,352.150683388739,347.630261304463,343.237420680694,339.024121326606,335.009393168154,331.196104976685,327.58162989518,324.162841975127,320.93750129001,317.903868228607,315.059775548613,312.401771706978,309.924672529368,307.621452383896,305.483496120725,303.501099202903,301.664087646973,299.96251777041,298.387239522661,296.9303139232,295.5852701585,294.347215722627,293.212865082378,292.18057616037,291.250372264488,290.42398303382,289.704777455676,289.097404993786
74,385.821375496871,374.899600844394,370.965492381141,371.173953103561,371.350500327488,371.45047321203,371.517968608931,371.597161917217,371.726947830288,371.940182708892,372.265067702712,372.725910679643,373.341155560821,374.118841431683,375.04665977495,375.789127984744,374.990812704122,374.082969982733,373.237992733557,372.438085763158,371.66242943577,370.895507895938,370.127492876362,369.352925280373,368.569212763095,367.775426742542,366.971434354753,366.157465932685,365.333788933437,364.500641901007,363.658197582014,362.80662151895,361.946085495946,361.076864828605,360.199351022598,359.314082620115,358.421751915508,357.523203082524,356.619402698921,352.060101580246,347.531254677564,343.132431074653,338.915145747538,334.897998785024,331.083544484973,327.468923681177,324.05081908783,320.826819116917,317.795027809221,314.953139039182,312.297581521964,309.823070479451,307.522497022793,305.387178993192,303.407361098205,301.572834897399,299.873638845367,298.300619581419,296.845846477608,295.502865400913,294.2668055311,293.134405253997,292.104046622539,291.175774736783,290.351334820183,289.634096788855,289.028679249671
75,385.795318700269,374.84966572598,370.893653452857,371.096991151379,371.273399800574,371.373464566643,371.441109363836,371.520470938584,371.650468171995,371.864051102679,372.189575688908,372.651479927054,373.268371628933,374.048424384583,374.979359557455,375.724785025189,374.930348628537,374.024809878391,373.181466784867,372.382627382948,371.607562267468,370.840858023606,370.072775277382,369.297916116153,368.513721725848,367.719268732294,366.914447771074,366.099461140484,365.274578509357,364.440036420304,363.596010992756,362.742678011271,361.880225710896,361.008952175035,360.129276097571,359.241765998878,358.347145088669,357.446287737979,356.540188485785,351.970264379884,347.433144180022,343.028467921206,338.80729225869,334.78779487033,330.972220191579,327.357480592907,323.940070730622,320.717410465788,317.687450284068,314.84774769837,312.194613710396,309.722664568543,307.42470939398,305.292000014684,303.314726283846,301.482660603681,299.785809364074,298.215021050341,296.762373502146,295.42142921812,294.187338884836,293.056864524852,292.02841194769,291.10204758827,290.279531702478,289.564234396067,288.960742547572
76,385.769448977212,374.800309417355,370.822638532599,371.020842131171,371.197103549476,371.29725154835,371.36504352351,371.444563456113,371.574767484548,371.788700790741,372.114842612417,372.577805606576,373.19633013994,373.978731514264,374.912762675083,375.661122266063,374.870525362722,373.967251886967,373.125522340768,372.327727148191,371.553235210458,370.786734743204,370.018573894532,369.243414637239,368.458730773401,367.663611253769,366.85794731522,366.041936322037,365.215842853145,364.37990203221,363.534293949771,362.679199486371,361.814841036055,360.941522623183,360.059696087248,359.169959924065,358.273068095658,357.369924839383,356.461552201589,351.881156616175,347.335917194509,342.925508217947,338.700534816412,334.678753101494,330.862102166358,327.24726965398,323.830565380695,320.609243636458,317.581104103159,314.743570309203,312.092837556133,309.623424686304,307.328060061098,305.197930463667,303.223176453452,301.393533587464,299.699002807256,298.130418121873,296.679869878091,295.340937155914,294.108791971914,292.980219708223,291.953649566807,291.029168884707,290.208552353724,289.49516961029,288.893574936383
77,385.743760742407,374.75151526692,370.752425496782,370.945485117231,371.121587878408,371.221813795053,371.289746216069,371.369419420365,371.499825819152,371.714104425278,372.04086397089,372.504860605683,373.125011927731,373.909740797099,374.846848758582,375.598121736156,374.811325846617,373.910294668216,373.070143849698,372.27337015628,371.499433877039,370.733124051806,369.964875007314,369.189407341746,368.404226593398,367.608433588526,366.801920152523,365.984878766874,365.157569493016,364.320222658334,363.4730344953,362.616185585052,361.749919985193,360.874564873965,359.99059978082,359.098653200502,358.199509655862,357.294102911706,356.383482066304,351.792763599297,347.239551881446,342.823529755013,338.594848300959,334.570846181793,330.753161581636,327.138261044692,323.722272697797,320.502288132,317.475958884541,314.640576827367,311.99222350666,309.525321864552,307.232520705429,305.104942709931,303.132679896388,301.305435452271,299.613193657602,298.046785970798,296.598311442853,295.261365690848,294.031139469703,292.904448499529,291.879737769217,290.957117496611,290.138376258826,289.426882551913,288.827157226228
78,385.718248651825,374.703267310458,370.68299309223,370.870899987667,371.046839071198,371.147131724963,371.215198038954,371.295019550629,371.425623992244,371.640242930665,371.967613347977,372.432641305188,373.054398564551,373.841440607774,374.78160017965,375.535766163439,374.752733686337,373.853915193637,373.015316369748,372.219542087068,371.446144431489,370.680012492651,369.911665429628,369.135881253664,368.350188532292,367.553723123281,366.746353805489,365.928276265078,365.099746450215,364.260994232617,363.412221146289,362.55361944747,361.685451524831,360.808068045717,359.92197639825,359.027835054616,358.126458903469,357.21881089115,356.305966711349,351.705071173921,347.144030247145,342.722511078367,338.490208472607,334.464047790971,330.645370650129,327.030426049605,323.61516346239,320.396514583411,317.371985388357,314.538738359637,311.892743114609,309.428328219701,307.138064069612,305.013010159584,303.043210700462,301.218337089837,299.52835738239,297.964100704621,296.51767494169,295.182692183221,293.954364142557,292.829529431964,291.806655656755,290.885873090497,290.06898365378,289.359354088934,288.761470949887
79,385.692907589407,374.655550234569,370.614320891481,370.797067383814,370.972835004802,371.073186497155,371.141380323801,371.221345296042,371.352143546852,371.567097954192,371.895072534858,372.361122252239,372.984464539558,373.773805687436,374.716999984519,375.474038942385,374.694733120196,373.798098415226,372.961025537484,372.166229174353,371.393353606491,370.627387099534,369.858932482495,369.082823845483,368.296619753928,367.499467730894,366.691236334854,365.872117081673,365.042362213691,364.202201675419,363.351842869897,362.491490269857,361.621425050523,360.74202168579,359.853815564369,358.957495112628,358.053905366268,357.144038104405,356.228995159261,351.618065568984,347.04933490572,342.622431445786,338.386591930434,334.358332538664,330.53870256914,326.923736988567,323.509209520569,320.291894702924,317.269155449644,314.438027039568,311.794368974119,309.332416898866,307.044663904835,304.922107203532,302.954743913585,301.132214208249,299.444470325985,297.882339311539,296.437937982413,295.104894833012,293.87844236997,292.755441834573,291.734383107281,290.815416096048,290.000355573883,289.292565799644,288.696498326714
80,385.667732654582,374.608341915668,370.546389250849,370.723968672041,370.899557311686,370.999958618294,371.068275099806,371.148378799208,371.279366716266,371.494651829977,371.823224004662,372.290286117728,372.915208157964,373.706820910789,374.65303186007,375.412924088184,374.637306761487,373.742829859579,372.907257538589,372.113418177797,371.341048601961,370.575235491108,369.806663938122,369.030223233794,368.243500877836,367.445655749738,366.636556258252,365.816389932626,364.985405716456,364.143834149355,363.29188906047,362.429787665883,361.557824652482,360.676415736543,359.786107302425,358.887623380196,357.981838945762,357.06977424923,356.152556804579,351.53173347814,346.95544902848,342.523270839399,338.283974077268,334.25367592052,330.433131542252,326.818167171441,323.404383732458,320.188401224559,317.167441925935,314.338416033864,311.697074710363,309.237562029301,306.952294921279,304.832209169074,302.867255496607,301.047043404582,299.361509714381,297.80147964005,296.359078992951,295.027952638542,293.803353701387,292.682165793235,291.662900735105,290.74572765674,289.932470877002,289.226499937641,288.63222222877
81,385.642719150696,374.561642912192,370.479179271162,370.651585908032,370.826988302505,370.927433328464,370.995865059337,371.076102860819,371.207276390044,371.422887545042,371.752050878854,372.220116214608,372.846605406917,373.640480760134,374.589675412753,375.35240622483,374.580444462085,373.688095595487,372.853999080369,372.061096356602,371.2892171145,370.523545647644,369.754848128677,368.978059868532,368.190820451384,367.392275954301,366.582302527464,365.761083962339,364.928866313301,364.085881231221,363.232349518019,362.368501645517,361.494651834908,360.611240517792,359.718841992299,358.818210223283,357.910249898593,356.996009376267,356.076641395935,351.446062003119,346.862356319965,342.425009850357,338.182337054586,334.150054276915,330.328632607944,326.713690850909,323.300659923683,320.086007856938,317.06681864801,314.239879472615,311.600834856496,309.143738661932,306.86093274163,304.743287340467,302.780722278972,300.962802121803,299.27945359629,297.721500322498,296.281077181458,294.951845357642,293.729078425762,292.609682113798,291.592189855294,290.676789597822,289.865317473141,289.16113939894,288.568626149033
82,385.617862574124,374.515432420635,370.412672760864,370.57990180319,370.75511093312,370.855592445257,370.924133525667,371.004500912171,371.135856082047,371.351788707541,371.681536895608,372.15059646609,372.778640460354,373.574762229815,374.526917051577,375.292467202649,374.524129955887,373.633882220907,372.801237366009,372.009251444856,371.237847298187,370.472306035895,369.703473704109,368.926338261934,368.13856752249,367.33931753835,366.528464507061,365.706188683793,364.872733759964,364.028332891466,363.173214427989,362.307622595238,361.431891551738,360.54648670722,359.652010366736,358.749246347273,357.839128819053,356.922733872,356.001239019287,351.361038650584,346.770040994317,342.327629726371,338.081657770756,334.047444753345,330.225181694915,326.610283168035,323.198012839584,319.984689236945,316.967260373553,314.142392403585,311.505624871921,309.050922769128,306.770553857332,304.655328553952,302.695121917098,300.879468608351,299.198280804614,297.642380757736,296.203912488391,294.876553471191,293.655597535997,292.53797228755,291.522232450143,290.608584393586,289.798875575819,289.096467664105,288.50569417153
83,385.593158604111,374.469689698944,370.34684634971,370.508899693062,370.683908773556,370.784419743756,370.853064422692,370.933556978244,371.065089816594,371.281339516851,371.611666380121,372.081711376434,372.711298065188,373.509650375478,374.464752934403,375.23309939895,374.468349710073,373.58017681915,372.748952415961,371.957871628303,371.186927742295,370.42150554514,369.652521956159,368.875039985212,368.086731504195,367.286770093273,366.475031954365,365.651694126811,364.816998193518,363.971179474873,363.114474342273,362.24714125935,361.369534708414,360.482145322646,359.585603490533,358.6807205721,357.768466622756,356.849938442675,355.926340082115,351.276651302583,346.678487754497,342.23111231277,337.98191578925,333.945825266698,330.122752088926,326.507920154834,323.096418102203,319.884420886128,316.868742743548,314.045930749452,311.41142107697,308.959091123507,306.681131995445,304.568305847533,302.610432855172,300.797021879817,299.117970918421,297.564101074564,296.127565597553,294.802058148827,293.582892695575,292.467018458662,291.453011137506,290.541095136581,289.733128764043,289.032468888135,288.443410943219
84,385.568603093298,374.424417449511,370.281694754471,370.438563507668,370.613365978843,370.713899576315,370.782642246309,370.863255653717,370.994958529238,371.211524735463,371.542424216657,372.01344600324,372.64456351398,373.445130788774,374.403161431901,375.174277924387,374.413090678951,373.526966944653,372.697147468442,371.906945522572,371.136447450354,370.371133466986,369.601997825927,368.824154708686,368.035302234064,367.234623589039,366.421995000568,365.59759054365,364.761650113974,363.914411682389,363.05612016137,362.187048722539,361.307572542238,360.418202032226,359.519612744501,358.612628656063,357.698254531226,356.777614099304,355.851935298592,351.192888204779,346.587681771448,342.135440029911,337.883091434857,333.845174466073,330.021328206112,326.406578621078,322.995852169794,319.78517916965,316.771242241179,313.950471267177,311.318200612941,308.868221329882,306.592652401981,304.482197865973,302.526634288299,300.715441683177,299.038504228809,297.486642094037,296.052017825089,294.728341216629,293.510946207124,292.396803393628,291.384509140979,290.474305508662,289.668061189259,288.969127683673,288.38176164758
85,385.544192058779,374.379596092324,370.217195963156,370.368877743539,370.543467261516,370.644016845513,370.712852037634,370.793582075196,370.925451292061,371.142329662516,371.473795822315,371.945785931439,372.578422619258,373.381189572032,374.342128994259,375.116004988111,374.358332577899,373.474240599657,372.645803611919,371.856462152687,371.086395820429,370.321171672494,369.551883572676,368.773668951081,367.984269897386,367.182868356223,366.369344132943,365.543868594501,364.706680366914,363.858020554079,362.998143117601,362.127336393454,361.24599660622,360.35465972653,359.45402981065,358.544960040548,357.628484057463,356.705752143486,355.778015675607,351.109735044587,346.497608665719,342.040595847516,337.785165525429,333.745471703256,329.920884910852,326.306236172525,322.896292285699,319.686941257585,316.674736153113,313.855991509605,311.225941404891,308.778291758176,306.505090389603,304.396983988665,302.443706127705,300.634708462883,298.959861705825,297.409985297933,295.97725114757,294.655385126739,293.439740982801,292.327310452399,291.316710261902,290.408199753653,289.603657549313,288.906429204064,288.320731979741
86,385.519921673758,374.335214024036,370.153334288647,370.299827437396,370.474197865786,370.574752225209,370.643679357637,370.724521896075,370.856557580759,371.073736112813,371.405767122188,371.878717248746,372.512861689292,373.317813314515,374.281642548102,375.058260154777,374.304078523917,373.421986212931,372.59490749051,371.806403172358,371.036762626605,370.271625612927,369.50216943355,368.72358011311,367.933625027284,367.131495069142,366.31707017831,365.490519274125,364.652080080342,363.801997453016,362.94053475931,362.06799598915,361.184798754038,360.29150477876,359.388846656969,358.47770664545,357.559146992353,356.634344154089,355.704572499643,351.027186533806,346.408254487409,341.946563264946,337.688119583057,333.646697001269,329.821401192575,326.206871160036,322.797716499356,319.589685088433,316.57920253296,313.762469789237,311.134622126075,308.689281511981,306.418425539469,304.312644296054,302.361625018807,300.554803328986,298.882024967396,297.334112798537,295.903248155045,294.583172920922,293.36926051642,292.258523561269,291.249598852868,290.342762642333,289.539903061541,288.844359145381,288.260308122942
87,385.495788259718,374.291260071591,370.090094597753,370.231398141375,370.405543543101,370.506101081094,370.575110263411,370.656061262823,370.788259829675,371.005738330695,371.338324526108,371.812226522602,372.447862160415,373.254989069889,374.221689474523,375.001031077918,374.250309280248,373.370184856327,372.544453065574,371.756773699375,370.987530061696,370.222478067111,369.452845986916,368.673875436568,367.883358488645,367.080491606619,366.265164287239,365.437533896263,364.597840853447,363.746334050165,362.883286935994,362.009019520587,361.123971125762,360.228729410257,359.32405552428,358.410860658634,357.490235391856,356.563381974706,355.63159732436,350.94522904402,346.319605699786,341.853326286733,337.591935689282,333.548831025035,329.722856737469,326.108462646674,322.70010353657,319.493389334716,316.484620166838,313.669885144035,311.044222164312,308.601170395923,306.33263811505,304.229159524391,302.280380049003,300.47570802702,298.804976250032,297.259007310126,295.829992023354,294.511688238405,293.29948885711,292.190427187171,291.183159792319,290.277979491,289.476783442529,288.782903669876,288.200476726473
88,385.47178827906,374.247723471578,370.027462285651,370.163575899592,370.337490529188,370.43804513434,370.507131285532,370.588186792606,370.720544726038,370.938319132134,371.27145490658,371.746300778302,372.383421867289,373.192698888015,374.162257588291,374.944305837362,374.19701354939,373.318841099959,372.494420145775,371.707556303734,370.938704284608,370.17371975611,369.403904136684,368.624545974609,367.833461462873,367.029855499621,366.213617918982,365.384904079012,364.54395440042,363.691022310108,362.826391784289,361.950399278884,361.063506134468,360.166326108487,359.259643299434,358.344414523513,357.421741564983,356.492857701865,355.559081958915,350.863852131284,346.23164916242,341.760869402394,337.496596483954,333.451853122675,329.625231881656,326.010990376412,322.603432840027,319.398033370429,316.390968540824,313.578217305128,310.954721590106,308.513935819903,306.247704042064,304.146511094155,302.199949197712,300.397404909598,298.728698381171,297.184652122054,295.757466487947,294.440915230741,293.230410584494,292.123006313747,291.117378463286,290.213836062943,289.414284872515,288.722049400542,288.141224884796
89,385.447918328181,374.204593850933,369.965423251756,370.096347226062,370.270025522312,370.370571247224,370.439729406933,370.520885552193,370.653399404556,370.871465727421,371.205145578011,371.680927478444,372.319523216021,373.130941494265,374.103335118276,374.888072919668,374.144180410386,373.267936952256,372.444813845762,371.658741465955,370.890268349381,370.125341718402,369.355335098062,368.575583083004,367.783925433613,366.979575268988,366.162422827652,365.33262173096,364.490412808645,363.636054477567,362.769841714741,361.892127822345,361.00339645358,360.104287614758,359.19561386144,358.27836092747,357.353658062395,356.422763673823,355.487018456965,350.783045646946,346.144372115466,341.669177565383,337.402085142005,333.355748988849,329.528507587589,325.914434744405,322.507684517747,319.303597234062,316.298227810235,313.487446666359,310.86610112658,308.427564994982,306.163614762161,304.064680987302,302.120314931312,300.319876909602,298.653174753037,297.111031073322,295.685655819183,294.370838585099,293.162010785237,292.056246418076,291.05224072706,290.150318608476,289.352394022973,288.661783400706,288.082540117771
90,385.424175130974,374.161861208599,369.903957949252,370.029699083859,370.203135662776,370.303666718293,370.372892042817,370.45414503802,370.586811427069,370.805165752224,371.13938427711,371.616094503519,372.256154282261,373.069699854968,374.044910688967,374.832321200132,374.091799325052,373.217462360456,372.395617137511,371.610312379849,370.842213368961,370.077335295627,369.307130381659,368.526978409914,367.734742173244,366.929642813531,366.111571048983,365.280679037868,364.437208418568,363.581423064707,362.713627813624,361.834197964295,360.943635004983,360.042606912639,359.131954680039,358.212692790851,357.285977665729,356.353092460086,355.415399106179,350.702799726028,346.057762164701,341.578232699455,337.308385351035,333.260499190088,329.43266541743,325.818776769274,322.412839314416,319.210061627708,316.206378770545,313.397554255408,310.77834212106,308.342036615258,306.080347517058,303.983651789242,302.041460286,300.24310751482,298.578389297982,297.038128528572,295.614544798967,294.301443483113,293.094275030866,291.990133449447,290.987732905582,290.087413824238,289.29109795536,288.602093154775,288.024410352077
