p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
84,1352.95234096001,1424.56974723754,1862.08643717549,2396.28025279319,2796.59081973164,3064.31023062025,3100.4385864031,3130.73500603149,3155.44012818097,3174.9223062045,3189.6405507856,3200.09888823259,3206.80526268318,3210.24065039098,3210.84164996056,3208.99271514105,3205.02577534887,3199.22387979817,3191.82654521837,3183.03585362374,3173.02223943871,3161.92969862278,3149.88032326443,3136.97813767343,3123.31230179518,3108.9597637558,3093.98748499665,3078.45410039604,3062.41153745013,3045.90625522441,3028.98004867737,3011.67095169813,2994.01401556397,2976.04168739433,2957.78429403787,2939.2703868885,2843.75765885613,2745.42716321953,2646.69152228503,2549.42898833081,2454.97792677542,2364.18554842338,2277.50564518285,2195.10899341764,2116.979988035,2042.98952892075,1972.94576967072,1906.62645691938,1843.79922925813,1784.23351425703,1727.70747663921,1674.01108043884,1622.94832663331,1574.33703855124,1528.00906992608,1483.80928541042,1441.59501003006,1401.23500293631,1362.60863316643,1325.60477788934,1290.12125274152,1256.06401108705,1223.34614570622
85,1353.90467082309,1425.54946594447,1862.10430974233,2396.31189610605,2796.76495299208,3064.82629815917,3101.04049465034,3131.42190390252,3156.2075196445,3175.76264144371,3190.54420861619,3201.05523826299,3207.80356601863,3211.27068665931,3211.89407863601,3210.05922746741,3206.09911049547,3200.29776441226,3192.89559581028,3184.09546878329,3174.06849620067,3162.95925831842,3150.8903500902,3137.96622985733,3124.27643430494,3109.89824104585,3094.89890249995,3079.33731196068,3063.26562932142,3046.73052496441,3029.77398580721,3012.43422193948,2994.74644780658,2976.7432608705,2958.45512686534,2939.91072523164,2844.2529731243,2745.79690435918,2646.95988470013,2549.61990143143,2455.11201787322,2364.27906466274,2277.57065149486,2195.15413110766,2117.01132092202,2043.01126927226,1972.9608350369,1906.63686927359,1843.80639375743,1784.23842069824,1727.7107956359,1674.01328334536,1622.94976000137,1574.33794477127,1528.00961538696,1483.80958324106,1441.59514156868,1401.23502507688,1362.60859347932,1325.60468629264,1290.12113588353,1256.06388112278,1223.34601119237
86,1354.8469152889,1426.51910273187,1862.12232141362,2396.34300591078,2796.93623527462,3065.33470946339,3101.63371408292,3132.09916500978,3156.96444091412,3176.59181875776,3191.43615240753,3201.99944435695,3208.78940657577,3212.28803638963,3212.93367743983,3211.11283446189,3207.15952231429,3201.35875664416,3193.95182694414,3185.14237367062,3175.10218341237,3163.97641677773,3151.88816825909,3138.94232739123,3125.22880514686,3110.825206477,3095.79907286784,3080.20955430466,3064.10904149328,3047.54441465243,3030.55780382164,3013.18773626864,2995.46944598655,2977.43572694606,2959.11718251598,2940.54261895046,2844.74149876735,2746.16140272395,2647.2243379446,2549.80797949643,2455.24409291418,2364.37116487446,2277.63466997498,2195.19858190409,2117.04217644912,2043.03267798901,1972.97568454232,1906.6471315619,1843.81345372462,1784.24323332675,1727.71405185951,1674.01545141139,1622.95117445999,1574.33883888432,1528.01015116081,1483.80987525079,1441.5952699612,1401.23504487857,1362.60854274388,1325.60460329108,1290.12108159466,1256.06375141308,1223.34587713309
87,1355.77929435051,1427.47888021744,1862.14047263149,2396.37359741313,2797.10474472613,3065.83566044122,3102.21846333199,3132.76702795474,3157.71115697668,3177.41010705001,3192.31666163489,3202.93179397729,3209.76307761256,3213.29299679369,3213.96074599158,3212.15383684838,3208.207311527,3202.40715626728,3194.99553662951,3186.17686382359,3176.12359352092,3164.98146281196,3152.87406246356,3139.90671041878,3126.16968953062,3111.74092997923,3096.68826043927,3081.07108589523,3064.94202630847,3048.3481702797,3031.33183668034,3013.93172738894,2996.18323591606,2978.11930440739,2959.77067263764,2941.16627246388,2845.22340349661,2746.52079044197,2647.48498228893,2549.99329622442,2455.37420478328,2364.46188639596,2277.69772671992,2195.24236384976,2117.07258093662,2043.05377364659,1972.99028722431,1906.65722236602,1843.82039530185,1784.24797604382,1727.71725741964,1674.01758739731,1622.95256700848,1574.33971742169,1528.01067697686,1483.81016106437,1441.59539422245,1401.23506237065,1362.60849098349,1325.60450858838,1290.12096422866,1256.06362196092,1223.34574352535
88,1356.70202075755,1428.42899643275,1862.15876381032,2396.40368521901,2797.27055650238,3066.32933988228,3102.79495317434,3133.42572285518,3158.44790941666,3178.21776581317,3193.18600604654,3203.85256462332,3210.72486225395,3214.28585483682,3214.97557359828,3213.18250286105,3209.24276852376,3203.44325275976,3196.02701264224,3187.1992246297,3177.13300892546,3165.97467530372,3153.84830760191,3140.85964943706,3127.09935317939,3112.64567216678,3097.56672041813,3081.92215625429,3065.76482736242,3049.14202929558,3032.09626840896,3014.66641989208,2996.88803551968,2978.79420438182,2960.41580145196,2941.78188300101,2845.6988490475,2746.87519490689,2647.74191434023,2550.17592260068,2455.5024044116,2364.55126519048,2277.75985865687,2195.28550383739,2117.10251232316,2043.07453979558,1973.00467566832,1906.66716480287,1843.82723463803,1784.2526464887,1727.72041466543,1674.01969006649,1622.95393655416,1574.34058066897,1528.01119284767,1483.81044029429,1441.59551444645,1401.23507758782,1362.60843818348,1325.60441371702,1290.12085508311,1256.06349276898,1223.34561036615
89,1357.61530033366,1429.36966006153,1862.17719533826,2396.43328336444,2797.43374291438,3066.81592979194,3103.36338689845,3134.07547173769,3159.17493601296,3179.01504555991,3194.04444610726,3204.76202428389,3211.67503395186,3215.26688770251,3215.97843972131,3214.19915710095,3210.26617383034,3204.46732577011,3197.04653298727,3188.20973178496,3178.13070243162,3166.95632365624,3154.81116922141,3141.80140573369,3128.01805275971,3113.53968476076,3098.43469928815,3082.76300636513,3066.57767990118,3049.92622099664,3032.85132216489,3015.39203062876,2997.58405519496,2979.46063068848,2961.0527660952,2942.38964093178,2846.16799145665,2747.22473894689,2647.99522721347,2550.35592702237,2455.628740865,2364.6393434049,2277.82106114331,2195.32799538755,2117.1320062018,2043.09500244371,1973.01885348194,1906.67696104789,1843.8339718041,1784.25724711991,1727.72352365044,1674.02175949843,1622.95528360398,1574.34142894254,1528.01169871909,1483.81071310791,1441.5956307276,1401.23509056931,1362.60838433783,1325.60431863564,1290.12073585108,1256.06336383955,1223.34547765236
90,1358.51933227665,1430.30106755515,1862.1957675781,2396.46240534397,2797.59437356613,3067.29560570641,3103.92396064919,3134.71648890747,3159.89246634827,3179.80218295367,3194.89223341689,3205.66043186509,3212.61382666902,3216.23636323064,3216.96961441725,3215.204048716,3211.27779854935,3205.4796455566,3198.05436633518,3189.20865172749,3179.11693768053,3167.92666821738,3155.76290393709,3142.73223179923,3128.92603628748,3114.42321098803,3099.29243520431,3083.59384027189,3067.38081119725,3050.70096689393,3033.59721351446,3016.10876905843,2998.27149815312,2980.11878016938,2961.68175693963,2942.9897300786,2846.6309813234,2747.56954105113,2648.24501069389,2550.53337541797,2455.75326142805,2364.72613608125,2277.88137696112,2195.36987091252,2117.16107240318,2043.11516810304,1973.03282498441,1906.68661409723,1843.84060976563,1784.26177904431,1727.7265851996,1674.02379649632,1622.95660873671,1574.34226243367,1528.01219484991,1483.81097966851,1441.59574316038,1401.2351013577,1362.60832944747,1325.60422330862,1290.120616951,1256.0632425002,1223.34534538102
91,1359.41430944244,1431.22340917342,1862.21448086884,2396.49106413731,2797.75251548423,3067.76853698999,3104.47686375348,3135.34898129775,3160.60072217763,3180.57942223371,3195.72961110566,3206.54803759423,3213.54155605637,3217.19454033183,3217.94935875423,3216.197439778,3212.27790477691,3206.48044096986,3199.05077243527,3190.19624204622,3180.09196955426,3168.88596068051,3156.70375982703,3143.65237171691,3129.82354351152,3115.29648595818,3100.14015836277,3084.41494033431,3068.17444090431,3051.46648105982,3034.33415077125,3016.81683757929,2998.95056074037,2980.76884300203,2962.30295789706,2943.5823280106,2847.08796405575,2747.90971556851,2648.49135139005,2550.70833136036,2455.87601168467,2364.81168763414,2277.94082769241,2195.41114513854,2117.18972094094,2043.13504359232,1973.04659492,1906.69612690486,1843.84715065118,1784.26624375238,1727.72960048824,1674.02580187247,1622.95791238339,1574.34308152232,1528.01268149069,1483.81124013541,1441.59585183846,1401.23510999814,1362.608273519,1325.60412770956,1290.12049832469,1256.06311249371,1223.3452166516
92,1360.30041861387,1432.13685004004,1862.23333552655,2396.51927223426,2797.90823323989,3068.23488711552,3105.02227902754,3135.97314879958,3161.2999177766,3181.34698410732,3196.55681420791,3207.42508340176,3214.45843904134,3218.14166937865,3218.91792520569,3217.17958374078,3213.26674599663,3207.47002939334,3200.03600250547,3191.1727518689,3181.05604455914,3169.83444446342,3157.63397680625,3144.56206153098,3130.71080627594,3116.15973701961,3100.9780913504,3085.22649559963,3068.95878139255,3052.2229704559,3035.06233531643,3017.51643184048,2999.62143274169,2981.41100299467,2962.91654670565,2944.16760632179,2847.5390801046,2748.24537289513,2648.73433287879,2550.88085617474,2455.99703698229,2364.89602854824,2277.99943444658,2195.4518326019,2117.2179618177,2043.15463581557,1973.06016788576,1906.70550306401,1843.85359671798,1784.27064291288,1727.73257066407,1674.02777637956,1622.95919508848,1574.3438865754,1528.01315888421,1483.81149466373,1441.59595685457,1401.23511653741,1362.60821656364,1325.60403181983,1290.12037796872,1256.06298027068,1223.34508452078
93,1361.17784075544,1433.0416068559,1862.2523318454,2396.54704165811,2798.06158906399,3068.69481392921,3105.56038306708,3136.58918457363,3161.99026027025,3182.10508701172,3197.37407001523,3208.29180328211,3215.36471449228,3219.07799257615,3219.87555802263,3218.15072581335,3214.24456745238,3208.44862306775,3201.01029960142,3192.13842222742,3182.00940118747,3170.77235506515,3158.55378698096,3145.4615295952,3131.58804886307,3117.01318409654,3101.80644947552,3086.02871652822,3069.73403806587,3052.9706352428,3035.78196190116,3018.20774103689,3000.2842976682,2982.04543786567,2963.52269520095,2944.74573089371,2847.98446518294,2748.5766202231,2648.97403584227,2551.05100904043,2456.11637630572,2364.97918840123,2278.05721779026,2195.49194754386,2117.24580489454,2043.17395163584,1973.07354881517,1906.71474582538,1843.85995030575,1784.2749781418,1727.73549683885,1674.02972077428,1622.96045737747,1574.34467794736,1528.01362726521,1483.81174340441,1441.5960583001,1401.23512102356,1362.60815789023,1325.60393458106,1290.12026019036,1256.06285201552,1223.34495298708
94,1362.04675125453,1433.93783395977,1862.27147009883,2396.57438398829,2798.21264295584,3069.14846990128,3106.09134652194,3137.19727534486,3162.67194994467,3182.85394222391,3198.18159841088,3209.14842363569,3216.26061355007,3220.00374431215,3220.82249358606,3219.11110331296,3215.21160650097,3209.41645862291,3201.97389896588,3193.09348640472,3182.95227026193,3171.69992040775,3159.46341498031,3146.35099690359,3132.45548831795,3117.85704000776,3102.62544108063,3086.82180676118,3070.50040966194,3053.70966907375,3036.4932189329,3018.89094818842,3000.93933302862,2982.67231950758,2964.12156957246,2945.31686214429,2848.42425047411,2748.90355943018,2649.2105381974,2551.21884708763,2456.23407291734,2365.06119585307,2278.11419770401,2195.53150384227,2117.27325980881,2043.19299771015,1973.08674233715,1906.72385845164,1843.86621367573,1784.27925100483,1727.73838008013,1674.03163580077,1622.96169975767,1574.34545598054,1528.01408686096,1483.81198650414,1441.59615626467,1401.23512314298,1362.60809909051,1325.60383831526,1290.1201424837,1256.06272412268,1223.34482201303
95,1362.90732015044,1434.82569931646,1862.29075054024,2396.60131038075,2798.36145278518,3069.59600236236,3106.61533435576,3137.79760168156,3163.34518054141,3183.59375416761,3198.9796063512,3209.99516359217,3217.14635995647,3220.91915148926,3221.75896074086,3220.0609459997,3216.16809294626,3210.37376516178,3202.92702835955,3194.03817026276,3183.88487525959,3172.61736115551,3160.36307827818,3147.2306773981,3133.31333475713,3118.69151076869,3103.43526783874,3087.60596341093,3071.25808853635,3054.44021554729,3037.19628874667,3019.56623040413,3001.58671058666,2983.29181423713,2964.71333060621,2945.88115526285,2848.85856282881,2749.22629064231,2649.44391521854,2551.38442548859,2456.35016621382,2365.14207864968,2278.17039355982,2195.57051497255,2117.30033593182,2043.21178059092,1973.09975298107,1906.73284409429,1843.87238901279,1784.28346301017,1727.74122143352,1674.03352217726,1622.96292271885,1574.34622100565,1528.01453789138,1483.81222410518,1441.59625065571,1401.23512375448,1362.60803928138,1325.60374168584,1290.12002484303,1256.06259657367,1223.34469156782
96,1363.75971235155,1435.70536587292,1862.3101734039,2396.62783158784,2798.50807438929,3070.03755372765,3107.13250609137,3138.39033825946,3164.0101395367,3184.3247207041,3199.76831144149,3210.83223531721,3218.02217036559,3221.82443383919,3222.68518111192,3221.00047639324,3217.11424935574,3211.32076457585,3203.86990837466,3194.97269255373,3184.80743262002,3173.52489101981,3161.25298748988,3148.10077827244,3134.16179165211,3119.5167958774,3104.23612503416,3088.38137733607,3072.00726093185,3055.16254344652,3037.89134786162,3020.23375913254,3002.22659660465,2983.90408303221,2965.29813391471,2946.43876043307,2849.2875249515,2749.54491012249,2649.67423965332,2551.54779765446,2456.46469428854,2365.2218636359,2278.22582411479,2195.60899399015,2117.32704232948,2043.2303065766,1973.11258513282,1906.74170579771,1843.87847842898,1784.28761561863,1727.74402190874,1674.0353805974,1622.9641267341,1574.34697334229,1528.01498056914,1483.81245625848,1441.59634196389,1401.2351224401,1362.60797849128,1325.60364470326,1290.11990726501,1256.06246935373,1223.34456086786
97,1364.60408784159,1436.5769917583,1862.32973890595,2396.65395797717,2798.65256166394,3070.47326170895,3107.64301604387,3138.9756541118,3164.66700840564,3185.04703340785,3200.54790740216,3211.65984430297,3218.88825463897,3222.71980422102,3223.60136940412,3221.92991007339,3218.05029136078,3212.25767184422,3204.80275273217,3195.89726521476,3185.72015203727,3174.42271704769,3162.13334665796,3148.9615002466,3135.00105612101,3120.33308858584,3105.0282018286,3089.14823340229,3072.74810723345,3055.87678501036,3038.57856722457,3020.89370039888,3002.85915207425,2984.50928175606,2965.87613015473,2946.98982304413,2849.71125557686,2749.859510976,2649.90158183235,2551.70901482073,2456.57769397445,2365.30057677618,2278.28050751648,2195.64695352882,2117.35338778942,2043.24858176899,1973.12524302945,1906.75044650348,1843.88448396285,1784.29171024342,1727.74678248118,1674.03721173122,1622.96531226044,1574.34771327442,1528.01541505903,1483.81268329432,1441.59643003857,1401.23511925211,1362.60791674855,1325.60354737884,1290.11978974814,1256.06234207281,1223.34443160548
98,1365.44060187551,1437.44073047417,1862.34944355555,2396.67969954881,2798.79496665011,3070.90325951546,3108.14701354092,3139.55371286659,3165.31596287298,3185.76087782778,3201.31858748633,3212.47818964369,3219.74481612555,3223.60546890404,3224.50773368675,3222.8494559653,3218.97642794134,3213.1846953174,3205.7257685639,3196.8120936479,3186.62323673701,3175.31103989571,3163.00435352238,3149.81303783462,3135.83131917472,3121.1405761572,3105.81168151355,3089.90671072962,3073.48080221056,3056.58311049728,3039.25811244072,3021.54621503009,3003.48453293572,2985.10756137029,2966.44746523384,2947.53448389076,2850.12986963715,2750.17018328481,2650.12600977335,2551.86812698236,2456.68920088959,2365.37824318012,2278.33446131593,2195.68440580229,2117.37938079963,2043.2666120643,1973.13773076565,1906.7590690547,1843.89040758676,1784.29574825026,1727.74950409344,1674.03901622618,1622.96647972856,1574.34844115702,1528.01584165248,1483.81290522832,1441.59651496359,1401.23511424155,1362.6078540819,1325.6034496033,1290.11967210925,1256.06221557983,1223.34430276038
99,1366.26940516581,1438.2967310753,1862.36929487592,2396.70506595192,2798.93533961555,3071.32767604408,3108.644643132,3140.12467297148,3165.95717315096,3186.46643373526,3202.08053896451,3213.28746429738,3220.59205192741,3224.48162783613,3225.40447566352,3223.75931660989,3219.8928616964,3214.10203698665,3206.63912050511,3197.71737698547,3187.5168837393,3176.19005408971,3163.8661997769,3150.65557959813,3136.65276597342,3121.93944010998,3106.58674174992,3090.65698292727,3074.20551524656,3057.28168490933,3039.93014399283,3022.19145886819,3004.10289028534,2985.69906813668,2967.01228050644,2948.07287936316,2850.54347842093,2750.47701423507,2650.34758927944,2552.02518228834,2456.79924948212,2365.45488713178,2278.38770248611,2195.72136262457,2117.40502956735,2043.28440316218,1973.15005229975,1906.76757619913,1843.89625120729,1784.29973095914,1727.75218765657,1674.04079470362,1622.96762959043,1574.34915724581,1528.01626048815,1483.81312218737,1441.59659682001,1401.23510745782,1362.60779046072,1325.60335166462,1290.11955476645,1256.06208936258,1223.34417432933
100,1367.0906440595,1439.14513834168,1862.38928938082,2396.73006650085,2799.07372913206,3071.74663606006,3109.13604478643,3140.68868790703,3166.59080416486,3187.16387535957,3202.83394336741,3214.0878553341,3221.43015315201,3225.34847489877,3226.29179092909,3224.65968842091,3220.79978910068,3215.00989273974,3207.54307534139,3198.61330834245,3188.40128410836,3177.05994827168,3164.71907131259,3151.48930838483,3137.46557606095,3122.72985645003,3107.35355479551,3091.39921831648,3074.92241055705,3057.97266820539,3040.59481744901,3022.82958297296,3004.71437057285,2986.28394380878,2967.57071295961,2948.60514162727,2850.95218972346,2750.78008823788,2650.56638403882,2552.18019865837,2456.90787307632,2365.53053211998,2278.44024744222,2195.75783541871,2117.43034202853,2043.30196057399,1973.1622114594,1906.77597059471,1843.90201666825,1784.30365964669,1727.75483405158,1674.0425477793,1622.96876224427,1574.34986182029,1528.01667175282,1483.81333429432,1441.59668125741,1401.23510711104,1362.6077260421,1325.60325341187,1290.11943747493,1256.06196342152,1223.34404630932
